age,race,years_educ,union_status,smsa_size,region,weekly_earn
46,1,12,2,1,2,515
33,1,12,2,1,2,999
32,1,15,1,2,2,403
41,1,15,2,2,2,800
50,1,11,2,2,2,300
21,1,12,2,2,2,220
32,1,12,2,2,2,250
48,1,14,2,2,2,800
27,1,12,2,2,2,279
45,1,10,2,2,2,240
62,1,7,1,2,2,400
24,1,12,2,2,2,138
51,1,11,2,2,2,140
27,1,10,2,3,2,228
40,1,11,2,3,2,247
61,1,12,2,1,2,225
32,2,16,2,1,2,470
27,1,18,2,1,2,290
62,1,9,2,1,2,346
43,1,12,2,2,2,240
25,1,12,2,2,2,101
56,1,12,1,3,2,480
59,1,12,2,1,2,340
25,1,14,2,2,2,170
44,1,8,2,2,2,600
40,1,13,1,2,2,999
40,1,13,2,2,2,999
25,1,9,2,2,2,180
40,1,12,1,2,2,668
56,1,12,1,1,2,500
47,2,12,2,1,2,450
45,3,12,1,2,2,560
58,2,4,1,1,2,320
56,2,7,1,1,2,370
32,1,12,2,2,2,290
51,1,12,2,1,2,525
24,1,12,2,2,2,380
31,2,12,2,1,2,663
29,1,13,2,2,2,600
39,1,12,2,1,2,480
41,1,12,1,3,2,637
33,1,18,2,2,2,560
54,1,12,1,3,2,720
35,1,12,2,2,2,189
34,1,11,1,3,2,999
49,1,14,2,2,2,523
59,1,14,1,2,2,420
36,1,14,1,1,2,440
32,1,10,2,2,2,201
44,1,12,2,3,2,288
27,1,12,1,3,2,388
47,1,11,2,2,2,464
33,1,12,2,3,2,408
28,1,11,2,1,2,400
33,1,12,1,2,2,404
29,1,16,2,2,2,76
24,1,16,2,3,2,250
52,1,8,1,3,2,440
40,1,12,1,2,2,370
33,1,12,2,3,2,550
23,1,12,2,1,3,300
42,3,16,2,1,3,250
26,1,9,2,2,3,350
39,1,18,2,2,3,800
26,2,12,2,2,3,400
47,1,12,1,3,3,561
46,2,12,2,2,3,150
53,1,16,2,2,3,380
50,1,12,2,2,3,380
37,3,10,2,1,3,400
22,3,8,2,2,3,300
23,1,12,2,2,3,495
22,1,12,2,1,3,200
45,2,5,2,2,3,279
46,1,12,2,3,3,340
23,1,12,2,2,3,136
23,1,14,2,3,3,320
22,1,16,2,2,3,650
35,1,16,2,2,3,500
29,1,12,2,2,3,500
40,3,14,2,2,3,558
54,1,18,2,2,3,615
35,1,12,2,2,3,270
42,1,14,2,1,3,500
40,1,16,1,1,3,400
32,1,12,2,2,3,650
49,1,13,2,2,3,350
24,3,14,2,1,3,313
39,1,12,2,2,3,350
44,1,12,2,2,3,330
45,1,12,2,2,3,300
52,1,12,2,2,3,400
23,1,12,2,2,3,250
56,1,12,2,2,3,350
42,2,12,2,1,3,413
47,1,16,2,2,3,550
22,1,12,2,2,3,136
28,1,9,2,2,3,250
26,3,12,2,1,3,480
25,1,13,2,2,3,420
22,1,13,2,2,3,160
34,1,12,2,2,3,220
31,1,18,2,1,3,600
44,3,15,2,1,3,800
24,3,12,2,1,3,280
54,3,12,2,2,3,400
28,3,12,1,2,3,653
26,2,13,2,2,3,213
48,1,14,2,2,3,550
24,1,18,2,2,3,550
64,1,13,2,1,3,200
32,1,11,2,2,3,408
26,1,17,2,2,3,250
54,1,8,2,3,3,208
47,2,8,2,2,3,300
38,1,18,2,2,3,496
51,1,16,2,2,3,800
30,1,12,2,2,3,400
46,1,12,1,1,3,540
39,1,12,2,2,3,700
32,2,12,2,2,3,184
41,1,13,2,2,3,330
30,1,12,2,2,3,420
31,1,14,2,2,2,750
54,1,10,2,1,2,550
37,1,12,2,3,2,630
25,1,12,2,1,2,322
31,1,14,2,3,2,540
57,1,8,1,1,2,480
40,1,14,2,3,2,500
25,1,9,2,1,2,230
37,2,16,1,1,2,520
33,1,18,2,2,2,999
48,1,12,2,2,2,800
58,1,13,2,1,2,523
36,1,6,1,1,2,540
57,1,12,1,1,2,540
27,1,14,2,1,2,420
27,1,11,2,1,2,160
29,1,12,2,2,2,366
31,1,13,2,3,2,520
38,1,12,2,2,2,400
40,1,12,1,1,2,758
37,2,16,2,2,2,800
36,1,12,2,1,2,300
33,2,13,1,1,2,440
29,1,16,2,2,2,250
42,1,12,1,1,2,541
53,1,12,2,1,2,230
49,1,18,1,1,2,734
31,3,10,1,1,2,280
40,1,17,1,1,2,615
44,1,12,1,3,2,440
40,1,11,1,1,2,900
53,1,12,2,2,2,789
40,1,14,2,1,2,675
36,1,12,1,2,2,524
33,1,13,2,1,2,300
33,1,16,2,1,2,900
57,1,13,2,1,2,350
56,1,11,2,1,2,999
47,1,12,2,2,2,450
60,1,12,2,3,2,200
40,1,16,2,2,2,440
34,1,13,1,2,2,420
26,1,16,2,2,2,400
43,1,14,1,1,2,999
23,1,12,2,1,2,285
36,1,14,2,1,2,450
32,1,13,1,1,2,520
32,1,12,1,2,2,401
57,1,12,2,2,2,850
42,1,17,1,3,2,600
26,1,16,2,2,2,600
40,2,11,2,1,2,184
46,1,18,2,1,2,350
33,1,16,1,2,2,650
27,1,12,2,1,2,700
40,1,12,1,1,2,587
27,2,12,2,2,2,160
44,2,11,1,1,2,500
40,1,16,2,2,2,800
50,1,8,2,2,2,450
29,1,18,2,1,2,267
29,1,12,2,2,2,240
49,1,18,2,1,2,999
27,1,12,2,3,2,420
23,1,12,2,3,2,200
58,1,15,2,2,2,256
42,1,14,2,2,2,369
27,1,12,1,2,2,540
56,1,9,2,2,2,304
58,1,18,2,1,2,938
62,1,16,2,3,2,540
59,1,12,1,2,2,537
51,1,10,1,2,2,517
22,1,13,2,1,1,250
22,1,12,2,1,1,626
45,1,12,2,1,1,240
34,2,10,1,1,1,280
28,1,16,2,1,1,200
25,1,16,2,1,1,485
37,1,10,2,1,1,480
64,1,14,2,1,1,999
32,1,14,2,1,1,167
40,1,14,2,1,1,410
35,2,12,2,1,1,400
44,3,16,2,1,1,999
26,2,13,2,1,1,260
58,1,12,2,1,1,999
29,1,12,2,1,1,160
36,1,16,2,1,1,644
38,1,18,2,1,1,999
29,3,16,2,1,1,326
32,1,16,1,3,1,500
40,1,16,1,1,1,660
46,1,12,2,1,1,600
48,1,13,2,1,1,999
55,1,14,2,1,1,525
27,1,16,2,1,1,380
55,1,12,2,1,1,850
46,1,16,2,1,1,500
58,1,12,2,1,1,225
50,1,6,2,1,1,600
44,1,18,2,1,1,600
48,2,13,1,1,1,480
28,2,16,2,1,1,650
44,1,12,1,1,1,875
37,1,8,2,1,1,360
33,1,16,2,1,1,340
38,1,16,2,1,1,800
22,1,12,2,1,1,210
30,1,14,1,1,1,650
45,2,12,2,1,1,460
49,1,18,2,1,1,438
58,1,12,2,1,1,999
47,1,16,2,1,1,700
25,1,16,2,1,1,500
42,1,12,1,1,1,550
39,1,12,1,1,1,320
54,3,7,1,1,1,800
30,1,18,2,1,1,960
45,1,13,2,1,1,700
35,1,13,2,1,1,440
39,1,12,2,1,1,999
38,1,18,1,1,1,554
33,1,18,1,1,1,522
21,1,11,2,1,1,200
27,1,12,2,1,1,360
34,1,12,2,1,1,500
51,3,6,2,1,1,150
35,1,10,1,1,1,480
46,1,18,1,1,1,999
49,1,18,1,1,1,680
42,1,15,2,1,1,650
39,1,16,2,1,1,960
31,1,17,2,1,1,630
31,1,18,2,1,1,400
55,1,11,1,1,1,565
26,1,14,2,1,1,520
33,1,12,1,1,1,456
42,1,18,2,1,1,962
31,1,12,1,1,1,400
36,1,12,2,1,1,500
40,1,12,2,1,1,528
28,1,12,2,1,1,625
21,1,12,1,1,1,200
38,1,12,1,1,1,480
36,1,14,1,1,1,500
64,1,16,2,1,1,807
26,1,16,2,2,3,577
29,1,12,2,2,3,240
43,1,0,2,2,3,160
31,1,17,2,3,3,500
26,1,14,2,2,3,800
33,2,15,2,3,3,436
52,2,9,2,3,3,700
43,1,12,2,2,3,560
46,1,13,2,2,3,152
25,1,12,2,3,3,260
28,1,12,2,2,3,325
21,1,10,2,2,3,174
44,1,12,2,3,3,350
27,1,12,2,2,3,340
49,1,14,2,3,3,220
36,1,14,2,2,3,500
55,1,18,2,3,3,999
22,1,14,2,2,3,481
38,1,12,2,2,3,357
45,1,8,1,3,3,576
34,1,12,2,2,3,398
52,1,16,2,2,3,625
22,1,13,2,2,3,332
33,1,12,2,2,3,446
21,2,12,2,2,3,230
60,1,6,2,2,3,360
29,1,12,2,2,3,251
39,1,16,2,2,3,533
37,2,12,2,2,3,710
50,1,12,2,2,3,326
30,1,16,2,2,3,423
48,1,14,2,3,3,827
21,1,14,2,3,3,200
24,1,12,2,3,3,294
22,1,13,2,3,3,230
33,1,16,2,3,3,999
23,1,12,2,2,3,180
29,2,10,2,2,3,142
46,1,11,2,2,3,338
25,1,12,2,2,3,290
38,1,14,2,2,3,730
39,1,8,1,2,3,570
39,1,16,2,2,3,550
50,1,16,1,2,3,400
28,1,10,2,3,3,140
23,1,12,2,3,3,152
37,2,18,2,2,3,525
39,1,8,2,2,3,196
37,1,18,2,2,3,600
50,1,12,2,3,3,428
57,1,18,2,2,3,750
56,1,18,2,2,3,480
39,1,16,2,2,3,999
34,1,12,2,2,3,325
55,1,14,2,2,3,340
39,1,17,2,2,3,800
57,2,12,1,3,3,272
44,1,16,2,2,3,999
47,1,12,2,2,3,200
47,1,12,2,3,3,250
24,1,16,2,3,3,280
32,1,14,2,2,3,280
35,1,14,2,3,3,336
25,1,16,2,3,3,240
31,1,17,2,3,3,440
41,1,11,2,2,3,598
48,1,12,2,3,3,560
43,1,12,1,2,3,600
41,2,12,2,3,3,275
36,1,14,2,3,3,480
33,2,12,2,3,3,158
53,1,8,2,2,3,300
26,1,11,2,2,3,240
58,2,6,2,3,3,190
52,1,10,2,3,3,240
60,1,10,2,3,3,500
35,2,8,2,3,3,350
28,1,12,2,3,3,252
33,1,16,2,1,1,240
62,1,18,2,1,1,713
33,1,16,2,1,1,680
25,1,12,2,1,1,364
26,1,12,2,1,1,720
33,1,8,2,2,1,360
36,1,12,2,1,1,600
33,1,18,2,1,1,300
49,1,17,2,2,1,750
25,1,12,2,3,1,320
22,1,12,2,3,1,230
29,1,12,2,1,1,300
50,1,11,1,1,1,400
24,1,12,2,1,1,188
34,1,14,2,1,1,770
28,1,16,2,2,1,480
62,1,14,2,1,1,400
30,1,12,2,1,1,520
43,1,10,2,2,1,220
39,1,14,2,1,1,400
53,1,16,2,3,1,450
62,1,14,2,1,1,999
38,1,12,2,1,1,480
30,1,18,2,1,1,830
50,1,12,2,1,1,506
31,1,14,2,1,1,750
32,1,16,2,1,1,830
23,2,12,2,1,1,117
39,1,12,2,1,1,999
37,1,16,2,2,1,300
54,1,16,2,2,1,999
22,1,15,2,2,1,480
58,1,13,1,2,1,497
24,1,13,1,2,1,720
24,1,12,2,2,1,480
31,1,18,2,1,1,360
25,1,16,2,2,1,999
54,1,14,2,1,1,550
35,1,18,2,1,1,999
36,2,16,2,1,1,700
42,1,14,2,1,1,500
23,1,12,1,2,1,345
23,1,13,2,2,1,220
53,1,10,2,1,1,480
23,1,14,2,1,1,280
58,1,12,2,1,1,760
44,1,12,1,2,1,520
56,1,12,2,2,1,850
30,1,11,2,1,1,240
31,1,13,2,3,2,192
38,1,13,1,3,2,600
21,1,12,2,2,2,230
36,1,13,2,2,2,450
33,1,18,2,2,2,462
52,1,10,2,2,2,692
55,1,12,1,3,2,500
32,1,12,2,3,2,250
21,1,12,2,3,2,500
57,1,13,1,2,2,491
41,1,12,2,2,2,840
47,1,12,1,2,2,562
30,1,12,2,2,2,380
25,1,16,2,2,2,500
52,1,12,1,3,2,362
27,1,12,2,2,2,300
59,1,10,1,2,2,400
39,2,13,1,3,2,440
55,1,12,2,3,2,400
41,1,12,1,2,2,520
21,1,12,2,2,2,220
38,1,12,2,2,2,360
45,2,11,2,3,3,394
31,1,17,2,1,3,403
35,1,12,2,3,3,275
53,2,12,1,2,3,600
45,1,10,2,1,3,375
41,1,12,1,3,3,406
33,2,12,2,3,3,280
26,2,12,2,3,3,250
36,1,12,2,1,3,900
40,1,12,1,3,3,426
62,1,12,2,1,3,720
25,1,12,2,1,3,430
32,1,16,2,1,3,301
24,2,12,2,1,3,210
40,1,16,2,1,3,600
27,1,16,2,2,3,600
32,1,12,2,3,3,550
33,1,11,2,2,3,368
52,1,18,2,1,3,999
50,1,16,2,2,3,750
33,1,16,2,1,3,798
59,1,8,2,2,3,800
28,1,13,1,2,3,380
37,2,12,1,2,3,263
31,1,12,2,3,3,293
32,1,18,2,1,3,425
37,1,12,2,1,3,528
25,1,12,2,1,3,368
59,1,12,1,2,3,480
56,1,16,2,2,3,317
40,1,13,2,1,3,680
41,1,10,2,3,3,440
25,1,9,2,3,3,219
34,3,15,1,1,3,275
39,1,18,2,1,3,800
48,2,12,1,2,3,504
30,1,15,1,1,3,600
36,1,18,2,1,3,999
31,1,13,2,2,3,520
47,2,12,2,1,3,220
49,2,14,1,2,3,294
32,1,12,2,2,3,500
31,1,16,1,1,2,733
41,1,12,1,2,2,308
46,1,17,2,3,2,850
48,1,12,2,2,2,450
28,1,16,2,2,2,800
28,1,18,2,3,2,581
24,2,12,2,1,2,380
39,1,14,1,2,2,999
38,1,18,2,1,2,930
38,1,16,2,2,2,850
33,1,12,1,1,2,480
30,1,12,1,1,2,430
25,1,12,1,1,2,596
27,1,9,1,2,2,540
40,1,10,2,2,2,400
27,1,12,2,3,2,540
22,1,14,2,2,2,234
41,1,12,2,1,2,200
40,1,12,2,2,2,450
47,1,17,2,3,2,500
36,1,12,2,3,2,288
24,1,12,2,2,2,363
24,1,14,2,3,2,260
32,1,14,2,2,2,880
28,2,12,2,2,2,387
43,1,12,2,3,2,250
31,1,12,2,2,2,180
42,1,14,2,3,2,290
32,1,13,2,2,2,384
27,1,14,2,2,2,350
34,1,13,2,3,2,340
47,1,12,2,2,2,160
29,1,12,2,3,2,225
32,1,16,2,3,2,400
54,1,12,2,3,2,575
47,1,12,2,3,2,557
61,1,17,1,3,2,999
21,1,12,2,3,2,220
27,1,18,2,3,2,436
25,1,11,2,2,3,336
22,1,12,2,3,3,200
37,1,10,1,2,3,390
32,1,12,2,3,3,500
33,1,13,2,3,3,350
58,2,12,1,2,3,450
46,2,10,1,2,3,216
40,2,16,2,3,3,279
26,1,12,2,3,3,404
36,1,10,2,3,3,365
37,1,12,1,2,3,700
34,1,16,1,2,3,950
34,3,13,1,2,3,480
22,1,12,2,2,3,200
49,1,8,2,3,3,152
54,1,16,2,2,3,238
39,2,11,1,3,3,270
53,1,14,2,1,3,999
54,1,18,1,1,3,800
32,1,12,2,1,3,134
28,1,12,2,1,3,550
39,1,13,1,1,3,500
39,1,12,2,1,3,400
32,2,12,2,1,3,200
44,1,12,2,1,3,625
39,2,12,1,1,3,600
54,1,14,2,1,3,850
24,1,12,1,1,3,475
30,1,12,2,1,3,400
40,1,16,2,1,3,600
28,1,12,2,1,3,423
59,1,18,2,1,3,400
57,1,18,1,1,3,700
23,1,15,2,1,3,260
40,1,18,2,1,3,999
30,1,12,1,1,3,797
30,1,16,2,1,3,400
41,1,13,2,1,3,442
45,1,12,1,1,3,225
58,1,12,1,1,3,680
40,2,12,1,1,3,750
59,1,6,1,1,3,585
31,1,18,2,1,3,835
57,1,10,2,1,3,960
48,1,12,2,1,3,400
47,2,14,2,1,3,960
27,2,15,2,1,3,405
25,1,14,1,1,3,575
39,2,10,2,3,3,300
42,1,12,2,2,3,434
21,1,14,2,2,3,160
27,2,12,2,2,3,192
46,1,16,2,2,3,500
48,1,12,2,2,3,625
46,1,12,2,3,3,435
48,1,10,2,3,3,180
29,1,12,2,2,3,560
61,1,12,2,2,3,692
63,2,12,2,2,3,300
44,1,18,2,2,3,533
28,1,12,2,2,3,384
60,1,14,2,2,3,302
33,1,14,2,2,3,999
45,1,12,2,2,3,600
63,2,16,1,1,4,999
44,1,18,1,1,4,760
22,1,12,1,2,4,220
47,1,17,2,1,4,999
37,1,12,2,1,4,460
35,1,13,2,1,4,320
48,2,17,2,1,4,630
39,1,16,2,1,4,640
61,1,16,2,1,4,999
32,1,12,1,2,4,600
25,1,11,2,1,4,169
41,1,12,2,1,4,480
31,1,12,2,1,4,350
27,1,14,2,3,4,346
32,1,14,2,1,4,560
35,1,15,2,2,4,540
26,1,12,2,3,4,700
25,1,12,2,1,4,280
31,1,12,1,1,4,480
37,1,14,1,1,4,538
24,1,16,1,2,4,325
41,1,16,2,2,4,600
34,1,12,2,1,2,160
28,1,16,2,3,2,480
53,1,10,2,1,2,494
33,1,16,1,3,2,450
55,1,18,2,3,2,711
32,1,16,2,3,2,220
36,1,12,2,3,2,480
40,1,12,1,1,2,624
50,1,15,2,1,2,999
37,1,14,1,2,2,516
40,1,12,2,1,2,519
52,1,16,2,1,2,999
48,1,6,1,3,2,527
45,1,12,1,3,2,396
23,1,10,2,1,2,320
33,1,18,2,2,3,300
35,1,13,2,2,3,350
27,2,12,2,3,3,134
44,1,18,2,2,3,800
59,1,12,2,2,3,300
37,1,17,2,2,3,750
37,2,12,2,2,3,225
35,1,12,2,3,3,250
34,1,16,2,2,3,550
25,1,12,2,3,3,400
26,1,12,2,3,3,260
25,1,12,2,3,3,175
35,1,16,2,2,3,300
52,1,16,2,2,3,274
23,1,13,2,3,3,337
59,1,8,2,2,3,100
52,1,8,2,3,3,360
33,1,11,2,3,3,304
44,1,12,1,2,3,709
55,1,12,1,2,3,730
44,1,12,2,3,3,500
29,1,12,2,3,3,512
34,1,12,1,3,3,478
32,1,16,2,3,3,500
24,1,12,2,3,3,101
58,1,7,2,2,3,350
32,1,16,2,2,3,425
42,1,12,1,3,3,543
31,1,8,2,3,3,200
50,1,13,2,3,3,750
28,1,12,2,2,3,360
42,1,12,2,2,3,750
33,1,12,2,2,3,600
55,1,8,2,3,3,294
32,2,14,2,3,3,238
35,1,5,2,2,3,426
29,1,16,2,2,3,800
61,1,12,2,2,3,700
56,1,10,2,2,3,400
35,1,9,2,3,3,192
32,1,12,2,2,3,444
31,1,12,2,3,3,320
42,1,18,2,2,3,999
63,1,6,2,2,3,265
32,1,12,2,2,3,380
31,1,14,2,2,3,250
28,2,10,2,3,3,268
54,1,8,2,3,3,400
27,1,12,2,2,3,380
36,1,9,2,3,3,272
25,1,10,2,3,3,300
31,1,12,2,2,3,280
50,1,15,2,2,3,300
62,1,14,2,2,1,999
32,1,16,2,2,1,600
56,1,12,1,2,1,400
25,1,16,1,2,1,462
22,2,14,2,2,1,230
33,1,12,2,2,1,158
47,1,9,1,2,1,800
24,3,12,2,2,1,300
39,1,18,2,3,1,825
22,1,16,2,2,1,350
26,1,13,2,1,1,550
23,1,12,2,2,1,180
30,1,16,2,2,1,615
63,1,12,2,1,1,377
60,1,8,2,1,1,600
61,2,11,1,2,1,360
45,1,11,2,2,3,300
28,1,12,2,3,3,520
56,1,16,2,2,3,860
31,1,14,2,2,3,500
59,1,18,2,2,3,999
25,1,12,2,3,3,200
48,1,14,2,2,3,572
44,1,16,2,2,3,681
27,1,16,2,2,3,350
31,1,13,2,2,3,280
21,1,12,1,2,3,276
52,1,12,2,3,3,200
22,1,11,2,2,3,250
28,1,12,2,3,3,385
41,1,18,2,3,3,548
26,2,12,2,3,3,320
42,1,16,2,3,3,400
38,1,12,2,3,2,292
24,1,12,2,3,2,200
35,1,12,2,3,2,700
43,1,12,2,2,2,750
31,1,16,2,2,2,518
23,1,12,2,2,2,380
51,1,12,2,2,2,500
30,1,10,2,2,2,520
32,1,18,2,3,2,481
25,1,16,1,3,2,400
57,1,12,2,2,2,290
58,1,11,2,3,2,300
59,1,12,1,2,2,481
44,1,8,2,3,2,138
63,1,16,2,2,2,500
31,1,14,2,3,2,999
51,1,12,2,2,2,360
32,1,16,2,3,2,368
45,1,12,2,3,2,400
54,1,12,2,3,2,260
45,1,15,2,2,2,365
55,1,18,1,3,2,450
47,1,14,2,3,2,950
37,1,18,2,2,4,769
24,1,17,2,2,4,999
35,1,14,1,2,4,640
34,1,11,2,2,4,280
40,1,13,2,2,4,999
29,1,16,2,2,4,675
53,1,12,1,2,4,420
45,1,12,2,2,4,600
26,1,12,2,2,4,420
30,1,15,2,2,4,450
57,1,12,1,2,4,650
31,1,0,2,2,4,167
37,1,16,2,2,4,700
45,1,12,2,2,4,900
23,1,12,2,2,4,248
26,1,12,1,2,4,585
48,1,15,2,2,4,962
39,1,12,2,2,4,518
47,1,14,2,2,4,800
47,1,13,2,2,4,312
54,1,12,2,2,4,180
47,1,18,2,2,4,999
43,1,14,2,2,4,500
25,1,12,2,3,4,275
46,1,12,2,3,4,300
32,1,12,2,2,4,160
42,1,14,2,2,4,420
38,1,14,2,2,4,184
35,1,12,2,2,4,504
40,1,13,2,2,4,300
28,1,12,2,2,4,200
36,1,16,2,2,4,500
22,1,14,2,2,4,300
30,1,16,2,2,4,400
59,1,13,1,2,4,478
23,1,13,1,2,4,165
44,1,16,1,2,4,520
22,1,13,2,3,4,360
24,1,12,2,3,4,400
39,1,16,2,2,4,770
39,1,12,2,2,4,414
52,1,12,2,2,4,999
50,1,17,2,2,4,269
32,1,14,1,2,4,698
33,1,12,2,2,4,170
25,1,12,2,2,4,466
41,1,12,1,3,4,420
61,1,8,2,3,3,413
62,1,12,1,3,3,440
38,1,12,2,3,3,628
50,1,12,1,3,3,572
36,1,16,2,3,3,325
32,2,12,2,2,3,134
30,1,16,2,3,3,650
28,2,16,2,2,3,580
54,1,16,2,3,3,999
61,1,8,2,2,3,240
31,1,6,2,3,3,240
51,2,18,1,3,3,625
47,1,14,2,3,3,240
26,1,15,2,3,3,210
42,1,18,2,3,3,435
40,1,16,2,2,3,330
35,2,10,2,3,3,318
56,2,7,2,3,3,160
44,1,18,2,3,3,565
37,1,12,2,2,3,500
30,1,12,1,2,2,280
23,1,12,2,2,2,250
28,1,12,2,3,2,250
28,1,12,2,3,2,470
60,1,12,2,3,2,390
39,1,14,2,3,2,327
50,2,18,1,2,2,460
52,1,12,2,3,2,240
27,1,12,1,2,2,180
33,1,17,2,3,2,544
60,1,17,2,2,2,999
21,1,12,2,2,2,200
50,3,12,2,2,2,300
58,1,16,2,2,2,600
24,1,9,2,3,2,999
55,1,13,2,2,2,999
32,1,18,2,2,2,500
31,1,16,2,2,2,400
35,1,14,2,2,2,270
40,1,12,2,3,3,440
34,1,16,2,3,3,450
48,3,12,2,2,3,650
40,1,12,2,3,3,260
28,1,8,2,3,3,316
38,1,16,2,3,3,480
39,1,11,2,3,3,400
30,1,12,2,2,3,260
40,1,16,2,2,3,500
25,1,16,2,2,3,256
38,1,16,2,2,3,204
33,2,12,2,3,3,160
22,1,12,2,2,3,200
49,1,12,2,2,3,450
30,1,12,2,3,3,300
43,2,6,2,3,3,168
27,1,11,2,3,3,140
25,1,13,1,2,3,480
46,1,12,2,2,3,150
28,1,12,2,2,3,338
58,1,12,2,2,3,540
34,1,14,2,2,3,500
34,1,17,1,3,3,380
39,1,12,1,3,3,478
40,1,18,2,3,3,999
23,1,12,2,3,3,315
24,1,12,2,3,3,240
56,1,12,1,3,3,525
42,1,12,2,2,3,500
40,1,8,2,3,3,200
52,1,18,2,2,3,250
38,1,12,2,3,3,800
26,1,16,2,2,3,550
59,1,9,2,3,3,175
60,1,14,2,3,3,999
61,1,8,1,3,3,280
36,1,12,2,2,3,250
31,1,12,1,2,3,553
31,1,12,1,3,3,600
40,1,18,2,3,3,600
51,1,12,2,2,2,300
31,1,18,1,2,2,550
51,1,12,2,3,2,206
38,1,12,2,3,2,375
39,1,12,1,3,2,400
31,1,12,2,2,2,720
39,1,16,2,2,2,800
41,1,12,2,2,2,630
47,1,12,2,3,2,460
25,1,9,2,2,2,380
55,1,8,2,3,2,320
58,1,12,2,3,2,366
25,1,14,2,2,2,244
31,1,16,2,2,2,450
47,1,13,2,2,2,999
36,1,12,2,2,2,324
50,1,12,1,2,4,630
29,1,15,2,3,4,255
30,1,12,1,3,4,440
23,1,12,2,3,4,320
50,1,18,2,2,4,700
43,1,16,2,2,4,945
40,1,16,2,2,4,900
22,1,11,2,2,4,200
33,1,15,2,2,4,600
22,1,13,2,2,4,222
30,1,17,2,2,4,750
36,3,18,1,2,4,650
25,1,12,2,2,4,220
24,1,13,2,2,4,237
29,1,16,2,2,4,648
22,1,14,2,2,4,121
60,1,8,2,3,4,375
50,1,12,2,3,4,500
33,1,17,2,3,4,400
50,1,8,2,3,4,609
23,3,16,2,3,4,350
49,1,12,2,3,4,302
36,1,12,2,3,4,500
55,3,12,2,2,4,500
61,1,7,2,3,4,302
41,3,12,2,3,4,200
49,3,18,2,3,4,933
32,1,16,2,2,4,560
23,1,12,2,2,4,225
25,1,16,2,3,4,398
34,3,12,2,3,4,360
36,1,16,2,3,4,240
33,1,13,2,2,4,750
27,1,12,2,2,4,344
56,1,8,2,3,4,547
26,1,13,2,2,4,171
51,1,8,2,2,4,160
47,1,18,2,2,4,999
35,1,12,2,2,4,650
54,1,13,2,3,4,840
32,1,16,1,3,1,320
25,1,12,2,3,1,400
31,1,16,1,3,1,226
37,1,11,2,3,1,470
22,1,12,1,3,1,250
38,1,14,2,3,1,578
46,1,12,2,3,1,580
21,1,12,2,2,1,180
33,1,14,2,3,1,266
62,1,7,2,3,1,147
44,1,13,1,2,1,525
26,1,12,2,3,1,448
36,1,12,1,2,4,290
54,1,15,2,2,4,284
25,1,11,2,3,4,180
54,1,12,2,2,4,673
48,1,14,2,2,4,560
32,1,14,2,2,4,400
45,1,12,1,3,4,317
27,1,12,2,2,4,378
55,1,16,1,2,4,600
37,1,14,2,2,4,900
61,1,12,1,3,4,320
32,1,9,1,2,4,541
32,1,18,2,2,4,999
50,1,12,1,2,4,977
47,1,12,2,3,4,320
33,1,12,2,2,4,600
21,1,13,2,2,4,240
34,1,12,1,2,4,645
30,1,14,2,2,1,600
46,1,10,2,2,1,500
48,1,7,2,2,1,342
32,1,14,1,2,1,450
61,1,12,1,2,1,460
32,1,14,2,2,1,433
64,1,12,2,2,1,281
39,1,12,2,2,1,400
42,1,14,2,2,1,300
42,1,12,1,2,1,240
22,1,12,1,2,1,293
35,1,13,2,2,1,235
30,1,16,2,2,1,650
35,1,15,2,2,1,999
50,1,12,2,2,1,700
24,1,12,2,2,1,240
29,1,16,2,2,1,376
38,1,16,1,2,1,450
49,1,16,1,3,1,999
25,1,12,1,2,1,360
48,1,14,2,2,1,999
23,1,14,2,2,1,280
34,1,12,2,3,4,275
43,1,12,1,3,4,384
27,1,16,2,2,4,300
43,1,12,1,3,4,446
53,1,18,2,3,4,400
37,1,18,2,3,4,375
25,1,12,2,3,4,350
34,1,16,2,3,4,275
41,1,16,2,2,4,999
27,1,16,2,3,4,180
37,1,8,2,3,1,312
36,1,18,2,2,1,865
43,1,12,2,2,1,827
44,1,12,2,2,1,400
45,1,8,2,3,1,700
24,1,10,2,3,1,200
35,1,13,1,1,1,437
26,1,12,2,3,1,360
37,1,18,2,1,1,700
31,1,12,2,3,4,562
40,1,12,2,2,4,209
47,1,12,1,2,4,455
39,1,14,2,2,4,500
27,1,12,1,3,4,748
22,1,12,2,2,4,423
25,1,14,2,2,4,200
39,1,14,2,2,4,105
33,1,10,2,2,4,272
41,1,12,1,2,4,196
47,1,12,2,2,4,300
62,1,16,1,3,4,340
46,1,12,2,3,4,532
28,1,16,2,2,4,350
45,1,16,2,3,4,999
53,1,16,2,2,4,999
24,1,12,2,3,4,167
46,1,13,2,3,4,480
55,2,9,1,2,4,624
24,1,16,2,3,4,150
27,1,16,2,3,4,225
56,1,12,1,3,4,520
42,1,16,2,3,4,345
30,2,15,1,3,4,444
45,1,12,1,3,4,614
34,1,13,2,3,4,168
38,1,12,2,3,4,160
30,1,12,2,3,4,384
50,1,16,2,3,4,420
51,1,14,1,3,4,371
36,1,18,2,3,4,600
31,1,16,2,3,4,520
55,1,12,2,3,4,462
32,1,12,1,3,4,416
44,1,12,2,3,4,700
