age,race,years_educ,union_status,smsa_size,region,weekly_earn
45,1,14,2,2,3,660
52,1,16,2,2,3,430
26,1,12,2,3,3,131
27,1,12,2,3,3,300
49,1,13,2,2,2,440
33,1,12,2,3,2,340
59,1,12,2,3,2,160
32,1,12,2,2,2,299
36,1,13,2,2,2,380
21,1,12,2,3,2,324
25,1,13,2,2,2,375
21,1,13,2,2,2,244
37,1,16,2,3,2,462
37,1,12,2,3,2,707
29,1,16,2,2,2,600
28,1,12,2,2,2,400
39,1,15,2,2,2,400
62,1,12,2,2,4,160
54,1,16,2,2,4,634
24,1,12,2,2,4,600
33,1,12,2,2,4,473
30,1,10,2,2,4,211
43,1,14,2,2,4,480
27,1,12,1,2,4,380
31,1,15,2,2,4,461
35,1,15,1,2,4,414
25,1,16,2,2,4,405
31,1,12,2,2,4,128
28,1,12,2,3,4,400
47,1,12,1,3,4,280
30,1,12,2,2,4,450
42,1,12,2,2,4,558
31,1,17,2,3,4,800
32,1,15,2,2,4,914
54,1,14,2,2,4,500
23,1,15,2,2,4,400
29,1,18,2,2,4,700
32,1,12,2,2,4,290
43,1,18,2,2,4,600
34,1,13,2,2,4,900
39,1,12,2,2,4,367
34,1,16,2,2,4,500
30,1,12,2,2,4,263
42,1,18,2,2,4,300
47,3,12,2,3,4,300
28,1,12,2,3,4,360
45,1,12,1,2,4,546
28,1,13,1,3,4,446
23,1,12,2,2,4,192
27,1,15,2,3,4,750
32,3,10,2,2,4,152
36,3,12,1,3,4,480
50,1,12,2,3,4,962
34,1,12,2,3,4,376
25,3,18,2,2,4,615
34,3,14,1,2,4,336
22,1,8,2,3,4,220
43,3,12,1,3,4,750
54,1,0,1,3,4,500
24,1,12,2,3,4,170
23,1,13,2,2,4,101
59,1,14,2,3,4,500
36,1,12,1,2,1,385
22,1,12,2,3,1,196
37,1,8,2,3,1,300
29,1,16,2,2,1,500
62,1,16,1,3,1,394
23,1,12,2,3,1,460
32,1,12,2,2,1,288
39,1,10,2,3,1,240
36,1,12,2,3,1,240
31,1,12,2,3,1,190
63,1,4,2,3,1,194
35,1,12,2,3,1,280
25,1,12,2,2,1,400
56,1,12,2,3,1,160
26,1,12,2,3,1,172
30,1,12,1,3,1,458
34,1,12,2,3,1,295
60,1,13,1,3,1,480
29,1,12,2,2,1,360
39,1,12,2,2,4,280
56,1,12,2,2,4,600
31,1,12,2,3,4,402
34,1,16,2,3,4,600
27,1,13,2,2,4,400
34,1,17,1,2,4,480
38,1,16,2,2,4,381
43,1,14,1,2,4,503
27,1,12,2,2,4,375
53,1,12,1,2,4,675
28,1,14,2,2,4,660
36,1,12,2,3,4,188
40,1,16,1,3,4,418
27,1,12,1,2,4,597
60,1,9,1,3,4,292
37,1,12,1,2,4,520
40,1,17,2,2,4,999
44,1,14,1,3,4,520
48,1,13,2,2,4,800
32,1,18,2,2,4,500
50,1,12,2,2,4,590
59,1,7,1,3,4,320
42,1,18,1,2,4,600
38,1,14,2,2,1,600
36,1,16,2,3,1,999
52,1,8,2,2,1,360
56,1,12,1,2,1,400
55,1,18,1,2,1,600
25,1,12,1,2,1,320
22,1,16,2,2,1,300
51,1,12,1,2,1,420
31,1,12,2,2,1,315
33,1,9,2,3,1,428
37,1,14,2,2,1,500
40,1,10,2,2,1,300
24,1,12,1,2,1,400
53,1,12,2,3,4,500
58,1,12,2,2,4,700
35,1,12,2,3,4,200
26,1,14,2,3,4,260
35,1,12,2,3,4,650
33,1,12,2,2,4,320
30,1,12,2,2,4,580
27,1,12,2,3,4,260
30,1,12,2,3,4,418
25,3,11,2,3,4,213
27,3,17,1,3,4,520
30,1,12,2,2,4,326
49,1,12,2,2,4,500
25,1,16,2,3,4,400
55,1,17,2,2,4,400
31,1,12,2,3,1,600
36,1,12,2,2,1,240
36,1,12,2,2,1,550
24,1,12,2,1,1,246
22,1,9,2,3,1,240
25,1,14,2,2,1,822
40,1,18,2,3,1,648
53,1,16,2,3,1,999
28,1,12,2,3,1,450
27,1,12,2,3,1,250
48,1,12,2,2,1,500
38,1,16,2,1,1,999
55,1,9,1,3,1,295
31,1,12,2,2,1,440
31,1,14,1,2,1,600
34,1,16,2,1,1,850
34,1,18,2,2,1,500
49,1,16,2,2,4,480
37,2,16,2,2,4,710
30,1,12,2,3,4,640
24,1,13,2,2,4,340
54,1,15,1,3,4,500
41,1,13,2,2,4,340
21,1,11,2,2,4,325
23,1,12,2,3,4,292
42,1,18,1,3,4,821
29,1,16,2,2,4,160
35,1,15,2,2,4,308
40,1,18,2,3,4,850
27,1,12,2,2,4,450
27,1,12,2,2,4,280
26,1,18,2,2,4,538
46,1,12,1,2,4,674
59,1,14,2,2,4,500
48,1,12,2,3,4,200
26,1,12,2,3,4,550
25,1,12,2,3,4,312
31,1,15,2,3,4,330
27,1,12,2,3,4,190
28,1,12,2,3,4,400
28,1,12,2,3,4,600
25,1,15,1,3,4,800
44,1,12,1,3,4,332
40,1,12,2,3,4,160
29,1,12,1,3,4,475
47,1,12,2,3,4,174
25,1,14,2,3,4,400
59,1,12,1,3,4,554
41,1,16,1,3,4,750
40,1,14,2,3,4,510
42,3,14,2,3,4,530
33,1,12,1,3,4,327
37,1,16,1,3,4,462
33,1,12,2,3,4,350
44,1,12,1,3,2,500
37,1,12,2,3,2,450
22,1,12,2,3,2,286
46,1,16,1,3,2,558
63,1,12,2,3,2,999
36,1,16,2,3,2,383
25,1,8,2,3,2,288
33,1,18,2,3,2,500
43,1,12,1,2,2,273
51,1,12,1,2,2,588
32,1,12,2,2,2,280
38,1,13,1,2,2,455
39,1,17,2,3,2,400
59,1,6,2,2,2,192
37,1,12,1,3,2,695
25,1,16,2,3,2,450
34,1,12,2,2,2,315
32,1,14,2,3,2,252
61,1,10,1,3,2,542
39,1,12,2,3,2,490
31,1,11,1,3,2,346
39,1,13,1,3,2,520
27,1,16,2,3,2,350
23,1,9,2,2,2,150
21,1,12,2,2,2,160
40,1,12,1,3,2,440
25,1,8,2,2,2,208
54,1,12,2,3,2,495
33,1,14,2,3,2,475
26,1,16,2,3,2,700
28,1,14,2,3,2,160
23,1,15,2,3,2,158
24,1,12,2,3,2,300
55,1,12,2,3,2,770
34,1,12,1,3,2,580
37,1,12,2,3,2,452
25,1,12,1,3,2,327
36,1,16,1,3,2,450
48,1,12,2,3,2,168
31,1,0,2,3,2,925
52,1,12,1,3,2,475
28,1,12,2,3,2,318
24,1,12,2,3,2,223
23,1,12,2,3,2,315
30,1,13,2,3,2,320
26,1,11,2,3,2,280
55,1,13,2,3,2,999
40,1,18,1,1,3,999
33,2,12,2,1,3,300
54,2,11,2,1,3,200
21,2,9,1,1,3,219
30,1,18,2,1,3,390
57,2,15,1,1,3,440
45,1,18,2,1,3,461
24,1,13,2,1,3,200
47,2,12,2,1,3,270
32,2,14,2,1,3,300
29,1,16,2,1,3,500
28,2,12,2,1,3,170
39,2,12,2,1,3,400
22,2,11,2,1,3,150
24,1,16,2,1,3,400
52,2,16,2,1,3,673
53,1,16,2,1,3,999
34,2,12,2,1,3,750
24,1,12,2,1,3,360
44,1,18,2,1,3,999
45,3,18,2,1,3,999
30,1,16,2,1,3,700
27,2,14,2,1,3,284
50,2,12,1,1,3,460
39,2,14,2,1,3,500
45,1,14,2,1,3,440
38,1,14,2,3,3,600
24,1,16,2,1,3,200
28,1,12,2,1,3,560
40,1,12,2,3,3,200
30,1,12,2,3,3,900
54,1,8,2,1,3,380
43,1,14,2,3,3,300
30,1,16,2,1,3,455
54,2,12,1,3,3,250
39,1,16,2,1,3,480
44,1,12,2,3,3,160
37,2,14,2,3,3,260
27,1,12,2,3,3,146
60,1,8,2,3,3,200
46,1,18,2,3,3,900
40,1,12,1,1,3,520
28,2,13,2,3,3,350
63,1,15,2,3,1,999
53,1,12,2,2,1,800
29,1,12,2,3,1,640
44,1,12,1,3,1,580
34,1,13,1,3,1,480
45,1,11,1,2,1,700
52,1,12,1,2,1,460
37,1,14,2,3,1,900
37,1,12,1,3,1,365
26,1,13,2,3,1,360
38,1,12,2,3,1,420
21,1,13,2,2,1,187
47,1,12,2,3,1,400
28,1,12,2,3,1,440
23,1,12,2,3,1,336
62,1,8,2,3,1,440
27,1,12,2,3,1,125
38,1,18,2,3,1,510
31,1,12,2,3,4,360
40,1,17,2,3,4,800
36,1,12,2,3,4,450
36,1,12,2,3,4,125
30,1,16,2,3,4,800
39,1,13,2,3,4,375
39,1,16,2,3,4,500
38,1,16,2,3,4,560
25,1,12,2,3,4,280
45,1,12,2,3,4,600
33,1,14,1,3,4,694
63,1,18,2,3,4,150
39,1,13,2,3,4,480
31,1,14,1,2,4,966
41,1,14,1,2,4,999
46,1,15,2,3,4,999
51,1,12,1,3,4,900
40,1,14,1,2,4,478
31,1,12,2,2,4,900
61,1,16,2,2,4,999
29,1,13,2,3,4,924
45,1,12,2,3,4,480
36,1,14,1,3,4,999
50,1,18,1,3,4,999
39,1,14,2,2,4,683
39,1,13,2,3,4,999
27,1,14,1,2,4,668
40,1,12,2,3,4,600
42,1,12,2,2,4,340
31,1,12,1,3,4,999
64,1,17,2,3,4,999
29,1,13,2,3,4,910
26,1,13,1,2,4,320
38,2,18,1,2,4,999
34,1,12,2,2,4,277
22,1,12,2,2,4,160
33,1,14,2,2,4,399
43,1,16,2,3,4,999
30,1,12,2,2,4,360
30,1,15,2,3,4,360
59,1,15,2,2,4,900
37,1,13,1,1,4,524
45,3,16,2,2,4,695
44,2,14,1,1,4,460
39,1,12,1,3,4,729
53,1,18,2,1,4,999
31,1,13,2,1,4,480
50,1,13,1,1,4,730
23,1,16,2,1,4,600
26,2,15,2,1,4,525
54,3,12,1,1,4,500
53,1,14,2,1,4,125
40,1,18,2,1,4,999
24,3,12,2,1,4,350
25,1,12,1,1,4,558
55,1,12,1,2,4,600
32,1,18,2,1,4,775
37,1,16,2,1,4,900
34,1,8,2,1,4,150
36,1,18,2,1,4,415
40,3,5,2,1,4,360
42,1,11,2,1,4,550
43,1,13,2,1,4,380
22,1,13,1,1,4,439
22,3,10,2,1,4,341
46,3,12,2,1,4,500
29,1,16,2,1,4,999
26,1,12,2,1,4,266
53,2,18,1,1,4,950
34,1,12,2,2,4,500
32,1,13,2,2,4,445
27,1,11,2,3,4,250
49,3,14,1,1,4,507
58,1,9,2,1,4,360
29,3,6,2,1,4,400
45,1,5,1,1,4,639
46,1,16,2,1,4,800
44,1,10,2,3,4,196
45,1,16,2,1,4,900
23,1,11,2,1,4,576
23,1,12,2,1,4,340
32,1,14,2,1,4,558
55,1,18,2,1,4,999
32,1,14,1,1,4,702
34,1,16,2,1,4,740
30,3,15,2,1,4,550
26,2,11,2,1,4,204
41,1,12,2,1,4,900
49,1,17,2,1,4,531
59,1,18,2,1,4,600
22,3,12,2,1,4,313
48,1,17,2,1,4,999
34,1,12,2,2,4,280
24,1,10,2,2,4,500
40,3,6,2,1,4,180
25,1,16,2,1,4,260
34,1,12,2,1,4,440
60,1,8,2,1,4,128
39,1,16,2,1,4,999
32,3,12,1,1,4,430
37,2,14,2,1,4,440
46,1,9,2,1,4,242
61,1,12,2,1,4,999
32,3,12,2,1,4,500
25,1,13,2,1,4,663
46,2,16,2,1,4,540
38,3,14,1,1,4,640
39,3,12,2,1,4,240
32,1,14,2,1,4,462
46,1,16,1,1,4,999
34,1,12,2,1,4,825
54,1,18,1,1,4,750
22,1,12,2,1,4,663
49,1,12,2,2,4,463
36,1,12,2,1,4,680
25,1,13,2,1,4,180
30,1,13,2,1,4,800
21,1,11,1,1,4,410
33,3,6,2,1,4,428
33,1,18,2,1,4,500
39,1,12,1,1,4,539
39,1,16,2,1,4,340
27,3,10,2,1,4,500
39,1,18,2,1,4,999
37,3,17,1,1,4,825
47,1,18,2,1,4,900
41,1,12,2,1,4,800
27,3,17,2,1,4,400
44,3,11,2,1,4,480
23,1,12,2,1,4,334
37,1,15,2,1,4,180
26,1,18,2,1,4,800
23,1,14,2,1,4,300
37,3,3,1,1,4,320
35,3,13,2,1,4,800
31,1,16,2,1,4,999
49,1,18,2,2,4,520
39,1,12,1,1,4,550
39,1,13,2,1,4,280
54,1,18,2,1,4,663
34,2,12,1,2,4,400
28,1,16,1,1,4,560
42,1,17,2,1,4,865
27,1,13,2,2,4,800
29,1,13,2,1,4,530
42,1,14,1,2,4,619
27,1,18,1,1,4,600
27,3,12,2,1,4,320
29,3,6,2,1,4,200
26,3,6,2,1,4,200
25,3,16,2,1,4,424
41,1,8,2,2,4,185
28,3,12,1,1,4,480
29,1,12,2,1,4,440
35,1,15,2,1,4,120
32,1,13,1,1,4,320
40,1,16,1,1,4,338
28,1,14,1,2,4,638
37,1,12,2,1,4,300
30,2,14,2,1,4,951
31,1,13,2,1,4,900
27,3,6,2,1,4,140
38,3,13,1,2,4,760
56,1,18,1,2,4,600
28,1,15,2,2,1,500
38,1,12,2,2,1,380
39,1,16,2,2,1,210
56,1,9,1,2,1,500
28,1,12,1,3,1,600
33,2,18,2,1,1,500
58,2,15,1,1,1,556
39,1,18,1,1,1,999
29,1,12,2,2,1,323
23,1,12,2,2,1,300
54,1,12,1,2,1,999
55,1,12,2,3,1,880
38,1,18,1,1,1,690
36,2,14,2,2,1,500
42,1,12,1,1,1,500
31,3,12,1,1,1,360
24,1,13,1,1,1,450
61,1,18,1,2,1,999
21,1,12,2,1,1,369
22,3,10,2,1,1,210
22,1,16,2,2,1,550
38,1,18,2,1,1,500
57,1,10,2,1,1,600
44,1,12,2,2,1,800
35,1,16,2,3,1,450
25,1,12,2,2,1,360
25,3,12,1,1,1,351
26,2,12,2,1,1,350
26,1,12,1,3,1,554
27,1,12,2,1,1,500
28,1,13,2,1,1,200
26,1,12,2,1,1,400
43,3,12,1,1,1,510
46,1,13,2,1,1,250
36,1,14,2,3,1,400
54,2,13,1,2,1,480
33,1,12,2,3,1,395
25,1,18,2,1,1,513
53,1,15,1,1,1,400
23,1,12,1,1,1,700
58,1,16,1,1,1,560
32,1,12,2,1,1,600
30,1,13,1,1,1,680
42,1,12,2,1,1,800
48,1,8,1,1,1,520
42,1,18,2,2,1,900
55,1,12,1,2,1,320
45,1,10,1,1,1,600
47,1,12,2,2,1,320
23,1,11,2,1,1,350
34,1,12,2,2,1,256
58,1,5,1,3,1,254
34,3,12,2,1,1,280
54,1,10,2,2,1,320
52,1,12,1,1,1,616
51,1,18,2,1,1,999
57,1,9,2,2,1,750
47,1,12,1,1,1,640
26,1,12,2,1,1,435
24,1,16,2,1,1,400
39,1,16,2,1,1,575
25,1,16,2,1,1,360
45,1,12,1,1,1,875
55,1,13,2,1,1,999
48,1,13,2,3,1,900
46,1,18,1,1,1,400
51,2,18,2,1,1,300
27,1,12,1,1,1,860
27,1,16,2,1,1,240
39,1,16,1,1,1,800
39,1,13,2,3,1,300
53,1,12,1,2,1,400
49,2,12,1,1,1,625
22,1,12,2,1,1,340
59,1,10,1,1,1,640
64,1,16,1,1,1,900
54,1,18,2,1,1,999
52,1,12,2,1,1,200
27,1,12,1,1,1,400
41,1,14,1,1,1,776
63,1,16,2,1,1,650
36,1,12,2,1,1,400
26,1,12,2,1,1,250
22,1,9,2,2,1,240
52,3,9,2,1,1,298
48,1,12,2,3,1,640
29,1,12,1,2,1,300
25,3,12,2,1,1,250
54,1,7,2,3,1,150
26,1,17,1,1,1,600
46,1,16,2,1,1,600
36,1,15,2,1,1,999
40,1,12,1,1,1,400
37,1,13,2,1,1,600
45,2,11,2,1,1,460
28,1,12,1,2,1,280
26,1,13,2,1,1,245
28,1,12,2,3,1,308
50,1,10,1,2,1,612
38,1,12,2,1,1,280
33,1,16,2,1,1,700
28,1,18,2,1,1,650
39,3,7,1,1,1,416
22,1,16,2,1,1,300
57,1,12,2,3,1,475
21,1,10,2,3,1,450
58,1,12,1,3,1,440
30,1,18,2,1,1,560
56,1,12,2,1,1,999
55,1,14,2,2,1,300
60,1,16,2,1,1,415
57,1,12,2,1,1,300
27,3,12,1,1,1,440
29,1,14,2,1,1,400
39,1,12,1,2,1,298
26,1,15,2,2,1,350
36,1,12,1,1,1,360
48,1,16,2,1,1,999
41,1,16,2,1,1,525
38,2,16,2,1,1,400
33,1,18,2,1,1,970
35,1,16,2,1,3,380
27,1,16,2,1,3,450
54,1,16,2,1,3,999
51,2,8,2,1,3,280
42,1,10,2,1,3,390
58,1,12,2,1,3,375
59,2,10,2,2,3,460
47,1,14,2,1,3,999
41,1,12,2,3,3,200
23,1,16,2,1,3,375
44,1,12,1,1,3,520
26,1,12,2,1,3,300
22,3,12,2,2,3,314
41,1,18,2,1,3,981
28,2,13,2,2,3,429
39,3,7,2,2,3,104
28,1,13,2,1,3,400
25,3,12,2,1,3,243
30,1,12,2,3,3,600
52,3,10,2,2,3,200
35,1,12,2,1,3,345
34,3,14,2,1,3,700
37,1,17,2,2,3,600
32,1,14,2,2,3,694
51,1,12,2,1,3,380
37,1,16,2,2,3,480
41,1,14,1,3,3,720
54,1,13,2,3,3,325
38,1,16,2,3,3,625
48,2,15,1,2,3,507
40,1,12,2,3,3,630
30,1,12,2,1,3,600
33,1,13,2,1,3,500
38,2,18,2,2,3,700
30,1,12,2,1,3,400
33,1,12,2,2,3,220
51,1,14,2,1,3,500
28,1,14,2,2,3,642
21,3,11,2,1,3,250
26,3,6,2,1,3,250
32,1,13,2,3,3,200
47,2,8,2,1,3,320
22,3,9,2,3,3,434
49,3,0,2,3,3,180
25,1,16,1,3,3,500
53,1,18,2,2,3,999
21,3,12,2,2,3,180
43,3,4,2,3,3,326
47,1,16,2,1,3,770
51,1,14,1,1,3,621
22,1,12,2,2,3,178
28,1,14,2,2,3,180
61,1,18,2,1,3,285
26,1,12,2,1,3,400
30,3,12,2,2,3,167
39,3,12,1,3,3,480
44,1,10,2,2,3,179
38,1,6,2,3,3,304
34,1,12,2,2,3,450
24,3,12,2,3,3,134
25,2,16,2,1,3,200
37,1,14,2,1,3,700
49,1,13,2,1,3,680
29,1,12,1,2,3,480
36,1,16,2,1,3,900
52,1,12,2,1,3,850
21,3,12,2,2,3,182
30,1,18,2,1,3,500
31,1,12,1,1,3,389
38,2,10,2,1,3,280
53,1,12,2,1,3,621
22,3,12,2,1,3,320
25,1,16,2,3,3,481
25,1,12,2,3,3,400
33,3,14,2,1,3,385
51,1,14,2,3,3,404
25,1,12,2,3,3,282
36,1,16,2,2,3,999
29,1,15,2,2,3,865
64,1,16,2,1,3,750
30,3,13,2,2,3,530
30,1,16,2,1,3,850
55,1,12,1,2,3,562
27,1,12,2,2,3,360
43,3,9,1,2,3,360
23,3,12,2,1,3,160
28,2,10,1,1,1,420
57,1,8,2,1,1,280
51,1,12,1,1,1,525
27,1,12,2,2,1,385
35,1,16,2,1,1,320
38,1,9,2,2,1,196
49,1,8,2,3,1,364
38,1,12,2,3,1,165
62,1,14,2,1,1,500
24,1,16,2,1,1,400
56,1,16,2,1,1,955
46,1,12,2,3,1,385
33,1,12,1,2,1,570
40,1,8,2,2,1,400
21,1,13,2,2,1,101
55,1,16,2,1,1,999
27,1,13,2,1,1,332
24,1,12,2,1,1,290
51,1,12,2,1,1,800
43,1,12,2,2,1,674
41,1,12,2,2,1,500
37,1,12,1,3,1,530
23,1,16,2,1,1,600
59,1,7,1,2,1,480
31,1,9,2,2,1,440
58,1,12,1,1,1,320
27,1,12,2,1,1,315
61,1,15,2,1,1,615
22,1,14,2,1,1,220
41,1,14,2,2,1,650
30,1,9,2,3,1,150
35,1,18,1,2,1,519
44,1,10,2,1,1,300
30,1,14,2,2,1,352
36,1,12,2,1,1,375
46,1,12,1,1,1,360
58,1,12,2,3,1,250
44,3,10,2,2,1,230
60,3,12,1,2,1,274
51,1,12,1,1,1,521
51,1,10,1,1,1,340
54,1,12,2,1,1,635
35,2,12,1,1,1,360
55,1,12,2,2,1,720
47,1,14,2,1,1,925
36,1,14,1,1,1,385
47,1,16,2,2,1,999
53,1,12,1,3,1,480
37,1,12,2,1,1,673
33,1,12,1,2,1,292
47,1,12,1,3,1,360
32,1,16,2,2,1,620
25,1,15,2,1,1,405
36,1,12,2,3,1,409
33,1,12,1,1,1,314
25,1,16,2,2,1,300
37,1,12,2,1,1,560
48,1,18,2,1,1,999
22,1,12,2,3,1,234
61,1,10,1,1,1,774
46,1,18,1,1,1,750
49,1,12,2,1,1,700
36,1,16,2,1,1,521
44,1,12,1,3,1,280
40,1,12,2,3,1,288
37,1,12,2,2,1,344
22,1,11,2,3,1,150
42,1,12,1,2,1,600
55,1,10,1,2,1,550
32,1,12,1,3,1,707
36,1,12,2,1,1,360
37,1,16,2,2,1,999
39,1,18,2,2,1,999
60,1,15,2,2,1,500
23,1,12,2,2,1,285
26,1,11,2,1,1,210
36,1,12,1,1,1,448
40,1,15,1,1,1,850
42,1,12,2,3,1,250
24,1,9,2,1,1,240
35,1,15,1,2,1,740
41,1,13,2,2,1,300
38,2,12,1,1,1,200
29,1,14,1,1,2,680
41,1,13,1,1,2,353
28,1,12,2,3,2,270
54,1,16,2,3,2,654
56,1,16,2,1,2,999
21,1,12,2,2,2,234
34,1,18,2,2,2,624
38,1,12,2,1,2,232
27,3,6,1,1,2,280
22,2,16,2,2,2,326
39,1,8,1,2,2,611
25,1,16,2,1,2,220
36,1,14,2,3,2,400
41,1,13,2,1,2,600
39,1,17,2,3,2,530
44,1,16,2,1,2,999
55,1,14,1,1,2,790
27,1,12,1,1,2,520
31,1,12,2,1,2,550
25,1,16,2,1,2,600
42,1,16,2,1,2,700
21,1,11,1,3,2,400
48,1,16,1,1,2,480
39,1,8,2,1,2,442
24,1,13,2,3,2,350
24,1,16,2,1,2,600
24,1,16,2,1,2,600
59,1,12,1,1,2,720
27,1,12,2,3,2,350
36,1,16,2,2,2,520
38,1,14,2,3,2,504
58,2,7,2,1,2,517
31,2,10,1,1,2,152
36,1,12,2,1,2,414
43,3,12,2,1,2,450
27,1,16,2,2,2,375
55,1,16,2,3,2,999
27,1,12,1,1,2,550
25,1,16,2,1,2,375
31,3,16,1,1,2,530
58,1,16,2,1,2,900
28,1,14,2,3,2,200
23,1,9,1,1,2,720
54,1,16,2,1,2,999
40,1,18,2,1,2,900
24,1,12,2,2,2,320
26,1,12,2,1,2,447
39,1,12,2,1,2,280
51,3,8,1,1,2,352
63,1,11,2,1,2,120
43,1,12,2,2,2,240
40,1,14,1,1,2,375
39,1,16,2,1,2,999
21,1,14,1,1,2,320
37,1,18,2,1,2,999
28,1,17,2,1,2,999
60,1,12,2,3,2,375
38,1,14,2,1,2,675
61,1,10,2,1,2,725
32,1,12,2,1,2,250
29,1,16,2,1,2,999
35,2,12,2,1,2,400
61,1,8,2,1,2,625
33,1,18,2,1,2,200
39,3,16,2,1,2,520
21,1,12,2,1,2,420
50,1,16,2,1,2,999
22,1,16,2,1,2,460
59,2,10,1,1,2,250
31,1,9,1,3,2,320
45,1,12,2,1,2,500
57,1,14,1,1,2,720
33,1,12,2,3,2,500
32,1,12,1,1,2,720
25,1,0,2,2,2,600
50,1,10,2,3,2,380
36,1,16,2,2,2,615
27,2,12,2,1,2,519
40,1,12,2,3,2,380
29,1,11,2,3,2,570
36,2,12,2,1,2,100
53,1,12,1,2,2,390
31,1,18,2,1,2,760
54,1,12,1,2,2,550
26,1,17,2,2,2,450
27,1,18,2,2,2,650
36,1,16,2,2,2,667
32,1,12,2,1,2,500
25,1,13,2,2,2,216
57,1,12,1,2,2,532
35,1,17,1,1,2,595
26,1,14,1,2,2,440
54,1,12,1,1,2,810
41,1,13,2,1,2,406
40,1,12,2,2,2,300
29,1,14,1,2,2,560
23,1,15,2,1,2,120
27,1,12,2,2,2,450
25,1,12,2,2,2,101
43,1,17,1,3,2,600
43,1,16,1,2,2,560
32,1,12,2,1,2,340
39,1,17,1,1,2,520
39,1,12,1,1,2,700
26,1,16,2,2,2,673
31,1,12,1,1,2,400
38,1,12,2,1,2,240
39,1,12,1,2,2,571
35,1,16,2,2,2,500
38,1,12,1,2,2,567
60,1,12,1,2,2,440
22,1,14,2,2,2,300
23,1,12,2,2,2,405
31,1,9,1,2,2,480
33,1,10,2,2,2,600
51,1,9,1,3,2,520
59,2,9,1,2,2,480
24,1,10,2,2,2,300
43,1,12,2,3,2,320
22,1,12,2,3,2,240
60,1,16,2,1,2,680
33,1,12,1,1,2,545
46,1,18,2,2,2,999
32,1,12,2,1,2,280
44,1,12,1,1,2,700
44,1,12,1,1,2,308
35,1,12,2,1,2,464
36,1,16,2,2,2,900
22,1,12,2,1,2,160
28,1,12,2,2,2,450
26,1,18,2,1,2,240
60,1,2,1,3,2,600
50,1,18,2,2,2,100
34,1,18,2,1,2,999
59,1,12,1,3,2,362
48,1,12,1,2,2,520
48,1,12,1,2,2,580
42,1,14,2,2,2,489
51,1,16,2,2,2,999
42,1,18,2,2,2,375
36,2,9,2,2,2,600
35,1,12,2,3,2,450
23,1,12,2,1,2,273
61,1,12,1,1,2,619
49,1,10,1,3,2,280
29,1,11,1,3,2,275
22,2,12,2,1,2,134
29,1,16,2,2,2,360
21,1,12,2,2,3,338
44,3,14,2,1,3,400
37,1,13,2,2,3,800
27,1,12,2,2,3,240
30,1,10,1,2,3,400
49,1,15,2,2,3,229
53,1,13,2,2,3,560
44,1,16,2,1,3,383
59,1,16,2,2,3,999
41,1,12,2,2,3,228
46,1,13,2,2,3,900
29,2,12,2,1,3,250
35,1,13,2,1,3,500
27,1,14,2,2,3,460
49,1,12,2,2,3,450
45,1,16,2,1,3,999
35,3,16,2,1,3,915
44,2,12,1,3,3,329
39,1,15,2,2,3,500
23,1,9,2,2,3,180
39,3,17,2,1,3,720
23,1,10,2,2,3,644
45,2,11,2,1,3,200
27,1,14,2,2,3,80
41,3,16,2,1,3,100
51,1,12,1,1,3,500
64,1,14,2,2,3,116
28,3,7,2,1,3,600
35,1,16,2,2,3,694
29,1,14,2,2,3,409
38,3,12,2,1,3,395
25,3,16,2,1,3,195
39,3,16,2,1,3,480
38,1,14,1,2,3,400
43,3,12,2,1,3,500
48,1,15,2,2,3,265
35,2,12,2,1,3,170
31,1,16,2,2,3,350
28,1,17,2,1,3,650
25,1,13,2,2,3,200
24,1,13,2,1,3,300
24,1,16,2,1,3,375
25,1,12,2,2,3,400
62,1,15,2,2,3,431
35,2,18,2,2,3,860
33,1,15,2,2,3,150
63,1,12,2,2,3,400
39,1,15,2,2,3,450
29,1,14,2,2,3,600
23,1,13,2,2,3,250
21,1,13,2,2,3,250
42,1,16,2,2,3,999
31,1,12,2,2,3,480
45,1,12,1,2,3,254
30,2,13,2,2,3,360
38,1,12,2,1,3,500
61,1,18,2,2,3,375
34,2,12,2,1,3,280
34,2,14,2,2,3,250
29,1,12,2,3,3,150
26,1,12,2,1,2,156
39,1,16,1,3,2,550
26,1,12,2,2,2,242
27,1,9,1,2,2,400
53,1,16,2,2,2,721
53,1,12,2,1,2,999
45,2,13,1,1,2,560
30,1,12,1,2,2,520
44,1,12,2,2,2,410
28,1,15,2,1,2,500
52,1,12,1,1,2,560
35,2,16,2,1,2,850
33,1,16,1,2,2,530
33,1,17,1,1,2,450
46,1,12,2,2,2,383
41,2,14,1,1,2,561
22,1,12,2,1,2,260
35,1,16,2,1,2,775
56,1,12,2,1,2,280
52,1,15,1,1,2,768
29,1,16,2,1,2,900
38,1,12,2,2,2,350
24,1,12,2,3,2,396
45,3,15,2,2,2,712
33,1,17,2,2,2,999
39,1,15,2,2,2,360
58,1,12,2,1,2,560
44,1,14,2,1,2,950
25,1,12,2,1,2,280
42,1,12,2,3,2,462
43,1,12,1,1,2,580
46,1,10,1,1,2,498
39,1,18,2,1,2,900
61,1,16,2,2,2,999
50,1,16,2,2,2,999
35,1,13,1,3,2,185
59,1,13,2,1,2,999
38,1,17,2,1,2,520
21,1,12,2,1,2,280
47,1,16,1,1,2,320
26,1,12,1,2,2,360
43,1,18,2,1,2,450
