gvkey	year	gvkey	year	Y	K	L	M	VA	i	naics_4digit
002264	2008	002264	2008	72.72211268447154	170.19004622746073	0.482	37.8415088327259	34.88060385174563	2.6987242394504416	3262
002267	1998	002267	1998	1297.475666812089	476.8321165934843	3.703	947.8345839664224	349.64108284566663	53.829378718562594	3256
002267	1999	002267	1999	1293.6863879603677	473.6297650268881	3.38	965.6924737307573	327.9939142296104	53.899357752840714	3256
002267	2000	002267	2000	1172.9679152024228	496.874070048778	3.251	878.507819776578	294.4600954258449	45.61665213200533	3256
002267	2001	002267	2001	1217.1978199946486	481.76404773744406	3.184	908.8463490543452	308.3514709403034	32.09384835479256	3256
002271	1998	002271	1998	1126.2743186710532	549.5595356163585	5.3	660.7412371552739	465.5330815157792	24.691358024691358	3322
002271	1999	002271	1999	1089.8936886018032	557.7248008632807	5.6	622.5412461310726	467.3524424707307	20.39175473962642	3322
002271	2000	002271	2000	1103.3839594990675	519.1573844884489	5.4	618.6219024780177	484.76205702104977	32.94416830424228	3322
002271	2001	002271	2001	620.014551226933	551.9028465346536	3.2	338.51339374297237	281.50115748396064	13.265353204447932	3322
002271	2002	002271	2002	634.1921489789439	377.40403959121267	3.134	341.1014733890594	293.0906755898846	19.853018007035633	3322
002271	2003	002271	2003	735.8321707772894	363.7241490303372	3.3	408.2245795056725	327.6075912716169	19.736614305005716	3322
002271	2004	002271	2004	855.2517843471389	379.68402135135864	3.7	476.5433059198341	378.70847842730484	24.454837437313348	3322
002271	2005	002271	2005	883.7138952802532	402.8861886751965	3.8	505.117322089723	378.59657319053014	21.627775850104094	3322
002271	2006	002271	2006	729.5897441644161	405.1309818481849	3.4	409.9041877248225	319.68555643959354	24.302438817850796	3322
002271	2007	002271	2007	555.5693256029484	381.0279639127017	3.2	260.28536327779807	295.28396232515036	19.165562639728407	3322
002271	2008	002271	2008	598.9336195740497	336.5773281124596	3.6	287.2475748121545	311.6860447618952	26.168956375030128	3322
002271	2009	002271	2009	502.426	375.17172780995844	3.1	241.45369999999997	260.9723	17.293	3322
002271	2010	002271	2010	608.5710304743327	378.1400389191205	3.6	290.47194410716776	318.09908636716494	19.848176631108903	3322
002271	2011	002271	2011	800.4369712311232	364.13163844414714	4.5	406.97517733909547	393.46179389202774	39.290927847091105	3322
002271	2012	002271	2012	876.8026767232824	438.2186262854769	4.7	485.14078316840096	391.66189355488143	49.59549939348788	3322
002271	2013	002271	2013	848.2175653402402	456.2239764052741	4.2	493.941700023546	354.2758653166942	28.089887640449437	3322
002271	2014	002271	2014	881.599499864702	448.5375093152273	4.4	499.3222047008985	382.27729516380356	34.84313725490196	3322
002285	1998	002285	1998	62862.0045002183	30532.013389359734	231.0	49326.07663804588	13535.927862172419	1867.5061012273193	3364
002285	1999	002285	1999	64566.51710662554	32156.27763041556	197.0	50448.093387813264	14118.423718812279	1447.9680416115086	3364
002285	2000	002285	2000	56387.40866890073	31602.953953084278	198.0	41447.79651705763	14939.612151843103	1068.1581149072238	3364
002285	2001	002285	2001	63280.01826702477	33958.243418213206	188.0	47464.71963378965	15815.298633235112	1218.649444304982	3364
002285	2002	002285	2002	59559.1637108678	33760.59432876426	165.0	45712.800995792124	13846.362715075673	1141.2869977653122	3364
002285	2003	002285	2003	55423.20781644527	35740.81824840431	157.0	43998.44988472939	11424.757931715883	836.9098712446352	3364
002285	2004	002285	2004	56283.126971524216	35474.201977762976	159.0	44501.299328340596	11781.82764318362	1083.6805247761722	3364
002285	2005	002285	2005	58100.97885503623	27418.40446789978	153.0	46240.40107631679	11860.577778719437	1665.9128599427106	3364
002285	2006	002285	2006	64913.280162045834	24122.892983143865	154.0	51097.4406042959	13815.839557749929	1768.5242659204007	3364
002285	2007	002285	2007	69266.40443224857	23654.939239513915	159.3	53042.165103346095	16224.239328902479	1774.42005883981	3364
002285	2008	002285	2008	62160.92094789051	24280.488978727502	162.2	47943.91035454044	14217.010593350069	1672.1773267138817	3364
002285	2009	002285	2009	68281.0	24808.12082198564	157.1	56341.451700000005	11939.548299999995	1186.0	3364
002285	2010	002285	2010	63840.60201133735	25279.694474057236	160.5	48493.55895521647	15347.043056120881	1113.7621400073263	3364
002285	2011	002285	2011	66725.23589484721	25503.994132006923	171.7	50068.577447287695	16656.658447559512	1659.6746533866858	3364
002285	2012	002285	2012	78410.25788680621	26593.486843606654	174.4	61001.69646713311	17408.561419673104	1620.238231152719	3364
002285	2013	002285	2013	82459.61408485562	27711.26921147444	168.4	64714.01269883577	17745.60138601985	1980.1045736829192	3364
002285	2014	002285	2014	85445.57624597542	28567.878924779758	165.5	66934.7894033251	18510.786842650305	2075.2703141677107	3364
002295	2002	002295	2002	21.912719389060083	8.749278264394786	0.089	12.781953156401107	9.130766232658978	0.091381193304656	3331
002295	2003	002295	2003	13.117015098722415	8.774767488879903	0.083	8.593413666279519	4.523601432442897	0.07902234885584543	3331
002295	2004	002295	2004	17.523759927092826	10.168209068156685	0.086	10.79162751062243	6.732132416470395	0.13363858430732492	3331
002295	2008	002295	2008	63.230949156715496	13.899074559105987	0.132	34.69182157659321	28.539127580122283	1.6088737883481565	3331
002295	2009	002295	2009	48.876	13.11742577411805	0.139	25.390653	23.485346999999997	0.386	3331
002295	2010	002295	2010	31.415885052883656	13.07854674952537	0.123	16.77539612851726	14.640488924366394	0.2306930693069307	3331
002295	2011	002295	2011	37.850053086311526	12.766270348541239	0.165	19.652016792807533	18.198036293503993	0.40417551103486377	3331
002295	2012	002295	2012	50.03994825749506	14.460516638063613	0.176	29.577598539035158	20.462349718459905	1.0064087348682649	3331
002295	2013	002295	2013	54.20739421770301	14.242974676781706	0.184	32.22738578323415	21.980008434468857	0.7458048477315102	3331
002295	2014	002295	2014	62.2734442015551	14.249379525362542	0.201	34.97774703229198	27.29569716926312	1.3749490759601495	3331
002299	1998	002299	1998	1.0917905052196846	0.605688202247191	0.049	2.7778963137116195	-1.686105808491935	0.06966337241566599	3345
002299	1999	002299	1999	4.297476759628154	0.6815563019441516	0.075	4.372834587575623	-0.07535782794746884	0.0391705069124424	3345
002299	2000	002299	2000	8.645616813487743	0.7683149845968801	0.109	11.029592530271536	-2.383975716783793	0.4318601725173708	3345
002299	2001	002299	2001	14.48763250883392	1.2867028689509346	0.122	11.268079601401597	3.219552907432323	0.22619316896629724	3345
002299	2002	002299	2002	18.16868772688654	1.4759189071115677	0.133	13.399319533482661	4.769368193403876	0.2538721063590509	3345
002299	2003	002299	2003	24.661165088011707	1.5702764976958525	0.151	16.89555185170129	7.765613236310418	0.5612722170252573	3345
002299	2004	002299	2004	34.60450665698582	2.1230291420604606	0.262	20.858627065269697	13.745879591716122	1.509777763316305	3345
002299	2005	002299	2005	32.35240118551158	7.757294729699163	0.233	24.616089210620647	7.736311974890937	1.316583233672357	3345
002299	2006	002299	2006	27.54657370083887	8.813147902771437	0.202	23.332921160620256	4.2136525402186145	0.5605904886480426	3345
002299	2007	002299	2007	20.69011230422514	8.71809889478194	0.112	19.075840387856754	1.614271916368386	0.04868944250588331	3345
002299	2008	002299	2008	24.108126179987412	4.588986865367303	0.122	18.99307740717432	5.115048772813092	0.0715371546096754	3345
002316	1998	002316	1998	2105.6669625261384	1315.6738909839914	4.2	1583.1032148391075	522.563747687031	62.222959679522134	3251
002316	1999	002316	1999	2038.88297633145	1126.9262940017295	4.0	1474.5791674786026	564.3038088528474	87.98550826922624	3251
002316	2000	002316	2000	2177.0806548384335	1151.2538871167935	3.8	1685.0478557755494	492.032799062884	119.91095607472347	3251
002316	2001	002316	2001	1932.2902730639778	1157.0857431199784	2.8	1576.542128462589	355.74814460138856	54.13447782546495	3251
002316	2002	002316	2002	1763.9446454823026	970.412729985082	2.6	1458.2110143616421	305.7336311206604	44.184747925973205	3251
002316	2003	002316	2003	1942.480200365532	958.256351039261	2.4	1633.7258512150547	308.7543491504773	47.22275545116815	3251
002316	2004	002316	2004	2154.8797321131874	1016.6674856272418	2.4	1826.5926228879632	328.2871092252241	44.10192128499801	3251
002316	2005	002316	2005	5219.767387547293	1068.4167854159502	7.0	4349.795646690644	869.971740856649	113.22463768115941	3251
002316	2006	002316	2006	5738.825552933913	2428.4732263493497	6.9	4801.8188934706395	937.006659463274	128.6377056094475	3251
002316	2007	002316	2007	6220.8897692595965	2732.1338412814985	6.4	5285.797312489963	935.0924567696344	125.04996873750781	3251
002316	2008	002316	2008	5827.164744362197	3032.4095177317895	6.8	5059.2758363459	767.8889080162967	133.32802674520414	3251
002316	2009	002316	2009	4030.0	2892.986596506284	6.2	3351.7874	678.2125999999998	131.0	3251
002316	2010	002316	2010	4547.213439667784	3161.7339852527693	6.0	3691.9862205653344	855.2272191024491	116.81440252868825	3251
002316	2011	002316	2011	4472.983420668328	2995.742951026999	5.3	3703.4507344729836	769.5326861953442	132.98381233018256	3251
002316	2012	002316	2012	3998.621165115477	3033.006244424621	5.1	3382.744722173178	615.8764429422989	124.61000815118098	3251
002316	2013	002316	2013	4089.107420601074	3138.020980363374	5.0	3525.0698242269164	564.0375963741577	133.56212029865975	3251
002316	2014	002316	2014	4265.619291194738	3187.705371560203	5.2	3672.339323081011	593.2799681137276	166.00898081371616	3251
002337	1998	002337	1998	2600.670047320463	5310.425155685401	8.3	1543.0985125992358	1057.5715347212267	264.245208187813	3221
002337	1999	002337	1999	2772.0136607409518	7284.928871854499	6.4	1902.8913503616457	869.1223103793063	233.4195672624647	3221
002337	2000	002337	2000	3034.7497845586186	6134.847086826867	6.4	1910.6696282270693	1124.0801563315492	329.5782515594451	3221
002337	2001	002337	2001	2969.042981745158	6842.278999141745	9.4	1910.154966550936	1058.8880151942224	285.7837631283364	3221
002337	2002	002337	2002	3181.2019325576807	7672.80735397825	8.6	2482.579619404457	698.622313153224	277.0813019454892	3221
002337	2003	002337	2003	3338.3224350087717	7783.908842342287	8.2	2700.112622836182	638.2098121725899	248.46361495606226	3221
002337	2004	002337	2004	3835.5555021219807	7873.143873411862	8.1	2939.3052165863155	896.2502855356652	93.97068025386609	3221
002337	2005	002337	2005	4013.964420683934	7962.43285054755	8.0	3046.9444188404464	967.0200018434876	181.70963364993216	3221
002337	2006	002337	2006	3872.008073539413	7782.149513356802	7.4	3083.0172659660825	788.9908075733307	211.41267414203193	3221
002337	2007	002337	2007	4131.183185359667	8044.534856808741	18.0	3095.4009144879187	1035.782270871748	131.87990685981578	3221
002337	2008	002337	2008	6814.202040939557	11674.415260736196	15.9	5367.067206086589	1447.134834852968	186.58213626514726	3221
002337	2009	002337	2009	4366.0	10653.809971777986	12.1	3336.0367	1029.9633	101.0	3221
002337	2011	002337	2011	4448.934538175151	10531.618013177549	10.4	3436.9946305962467	1011.939907578904	94.05330980384554	3221
002337	2012	002337	2012	4208.411214953271	2896.704043493034	9.3	3338.6796261682243	869.7315887850466	161.49839935018397	3221
002337	2013	002337	2013	4086.6243438590704	2920.1107455260412	8.4	3300.3940967928106	786.2302470662601	152.84568282147436	3221
002337	2014	002337	2014	3843.862278151913	2956.376717442526	7.7	3079.3189737664075	764.5433043855056	180.81827295127277	3221
002343	1998	002343	1998	23.603756898655536	12.908612076455258	0.278	8.841650527824115	14.76210637083142	2.3756469658920762	3363
002345	1999	002345	1999	34.25586542718017	12.772416292873004	0.259	26.484126309576503	7.771739117603662	2.4297235023041477	3344
002345	2000	002345	2000	57.80131314131116	14.070788425871886	0.274	40.93639249067934	16.864920650631824	2.621765299298369	3344
002345	2001	002345	2001	71.52963614589648	15.830234299250096	0.309	56.02301920546446	15.506616940432012	1.8389504636959964	3344
002345	2002	002345	2002	69.86792307098169	16.02995391705069	0.312	49.25908395767359	20.608839113308104	5.342448975047045	3344
002345	2003	002345	2003	92.30781739095085	20.7134194031035	0.485	58.099711370380916	34.208106020569936	4.250261376767733	3344
002345	2004	002345	2004	91.99219904260977	27.508482243836237	0.518	61.30505795841177	30.687141084197997	2.4935194524886386	3344
002345	2005	002345	2005	102.31681835269845	28.843434399670414	0.446	71.68410662610049	30.632711726597954	3.71373839787484	3344
002345	2006	002345	2006	98.8923993172822	32.55909764054827	0.424	68.8010240766968	30.091375240585396	4.214809970205653	3344
002345	2007	002345	2007	98.70367213984053	34.03070489187256	0.395	72.81200405280002	25.891668087040518	2.8270307554978493	3344
002345	2008	002345	2008	55.41515890497167	36.44967809387553	0.223	36.2814663310258	19.133692573945876	2.9608433435671206	3344
002345	2009	002345	2009	62.559	27.425301271116496	0.248	41.702496000000004	20.856503999999994	4.151	3344
002346	1998	002346	1998	937.8323651452282	351.0924751825002	7.2	519.6749100968188	418.15745504840936	58.07227522405321	3231
002346	1999	002346	1999	1114.0514267449935	402.72883167234136	7.7	661.4798690634955	452.57155768149795	56.646263215871535	3231
002346	2000	002346	2000	1200.7461962323562	434.8316742296453	8.5	692.4021695763289	508.3440266560273	49.51344070935518	3231
002346	2001	002346	2001	1121.7092108062116	457.48546006441603	8.0	679.3565198893853	442.35269091682636	44.085361087225984	3231
002346	2002	002346	2002	1073.443317499037	486.02544199087055	8.4	612.5007489194163	460.9425685796208	32.960326669046765	3231
002346	2003	002346	2003	1136.960119587849	482.5663450637422	7.6	685.9264321178795	451.0336874699695	26.707765735308737	3231
002346	2004	002346	2004	952.5742500821175	497.94775687744385	4.9	644.7461775644489	307.82807251766855	26.002226569677575	3231
002346	2005	002346	2005	725.1245730044815	480.2769487054904	3.1	509.3686211831562	215.7559518213252	42.442136342067805	3231
002346	2006	002346	2006	851.9722361564686	422.7043121625693	3.2	615.6413222632856	236.33091389318295	29.636215148915053	3231
002346	2007	002346	2007	864.9052344735022	420.98054186622244	3.6	592.2719323219588	272.63330215154343	21.034709906257916	3231
002346	2008	002346	2008	763.7960407679356	428.12373518357913	3.2	559.0915883753598	204.70445239257577	22.028243636218775	3231
002346	2009	002346	2009	675.797	436.1344632134239	2.8	477.67359999999996	198.12340000000006	17.299	3231
002390	1998	002390	1998	182.7988773033586	65.64159085969759	0.64	126.29935865276404	56.49951865059457	2.772183534321695	3116
002390	1999	002390	1999	184.3205482362941	66.69893806916166	0.67	122.53244528261791	61.78810295367616	5.889561707035756	3116
002390	2000	002390	2000	204.0045945804835	70.04727926673628	0.73	139.69367723072105	64.31091734976245	6.075409058572444	3116
002390	2001	002390	2001	196.2460464882775	71.66973777462792	0.74	138.63514734675434	57.610899141523156	5.420214210644403	3116
002390	2002	002390	2002	176.87449968869518	75.83265356910782	0.76	125.22239869887294	51.65210098982225	4.435365178792196	3116
002390	2003	002390	2003	166.39311229162848	78.22004955467756	0.812	113.21146485925381	53.18164743237469	3.623366731118533	3116
002390	2004	002390	2004	160.37713900166355	79.55916018052196	0.78	112.43025487709832	47.946884124565216	3.9360899677706915	3116
002390	2005	002390	2005	150.1893939393939	83.55680554647132	0.739	106.51848829201103	43.670905647382895	2.2452542485248945	3116
002390	2006	002390	2006	153.4621099554235	85.35548433514292	0.684	107.34018973596986	46.12192021945364	2.499249152615094	3116
002390	2007	002390	2007	132.8705719900154	87.62116554385506	0.66	92.48739710021775	40.383174889797644	1.6517829263723223	3116
002390	2008	002390	2008	117.44435492481966	87.13721288421617	0.613	87.84767858356224	29.596676341257435	1.8958684186642194	3116
002390	2009	002390	2009	122.665	87.8140165079014	0.586	80.766422	41.898578	1.303	3116
002390	2010	002390	2010	113.68950989486703	90.23671155209071	0.53	76.79655612244898	36.89295377241807	1.7610400987536334	3116
002390	2011	002390	2011	105.17969743594305	96.66142256376123	0.517	77.5179697435943	27.66172769234874	1.8031877087248194	3116
002393	1998	002393	1998	1674.6893724377167	1108.9499471076222	7.265	1104.2890760012613	570.4002964364554	53.45407955273426	3336
002393	1999	002393	1999	1873.6911713330342	1113.601535192927	7.994	1184.5065952986977	689.1845760343364	76.13982464236271	3336
002393	2000	002393	2000	1968.5842296124856	1121.2142549778978	7.233	1266.7923957572682	701.7918338552174	80.81835356403498	3336
002393	2001	002393	2001	1608.6854201139915	1055.5492624477672	6.974	1048.0053857939574	560.6800343200341	68.91351254158052	3336
002393	2002	002393	2002	1862.748011643911	1090.8000343099413	6.971	1263.9024310926523	598.8455805512588	48.95357389618205	3336
002393	2003	002393	2003	2005.4599787069299	1071.1319743795816	7.249	1341.6012340301972	663.8587446767325	44.69103374588194	3336
002393	2004	002393	2004	2304.8182646672426	1046.6130226116854	7.732	1510.4517025482005	794.3665621190421	58.014481164627405	3336
002393	2005	002393	2005	3024.223404376502	1037.6041504787634	9.073	2169.4363049198623	854.7870994566397	91.97029597179186	3336
002393	2006	002393	2006	2810.674759804084	1157.9106871219178	8.701	2053.3071002907777	757.3676595133064	72.93117918590013	3336
002393	2007	002393	2007	2311.1807497401946	1174.2635839496825	7.26	1750.8649760550254	560.3157736851692	69.73929809447624	3336
002393	2008	002393	2008	2207.100209282285	1161.0544531610522	7.145	1699.8840740284786	507.2161352538063	65.46717297891477	3336
002393	2009	002393	2009	2092.189	1168.6513613290263	6.847	1576.4555689999997	515.7334310000001	43.027	3336
002393	2010	002393	2010	2023.4204749550988	1126.3753294795072	6.362	1494.0187467571345	529.4017281979644	44.0029702970297	3336
002393	2011	002393	2011	2055.2662595092684	1101.206958554347	6.716	1509.1314689810354	546.1347905282331	58.07624087697362	3336
002393	2012	002393	2012	1965.5807715720591	1154.1029848062574	6.321	1456.0538578602955	509.5269137117637	47.06669831474009	3336
002393	2013	002393	2013	1745.4645986598566	1153.9658815067878	5.98	1282.7215594395764	462.74303922028025	42.260391359210494	3336
002393	2014	002393	2014	1714.7310846085022	1145.5486379573856	5.695	1281.8697067803018	432.8613778282003	55.897003814673525	3336
002402	1998	002402	1998	26.618050173469335	1.392532300375101	1.265	1.34726896329316	25.270781210176175	0.34005171619850516	3342
002402	1999	002402	1999	48.54183266932271	3.0069835659143074	1.45	16.82458314888594	31.71724952043677	0.6025345622119815	3342
002402	2000	002402	2000	84.86390181134317	3.4011725695612474	2.78	12.310086113035734	72.55381569830743	2.201240039445496	3342
002402	2001	002402	2001	94.4179960672413	25.60306046544579	2.006	35.215330366515374	59.20266570072592	2.0527030083691473	3342
002402	2002	002402	2002	30.10118174094385	5.874885234009272	1.3	4.593264848999768	25.50791689194408	2.347203509670523	3342
002402	2005	002402	2005	0.709908114109861	2.283984901896331	0.067	3.0649941860973415	-2.3550860719874804	0.26458666271550585	3342
002402	2006	002402	2006	0.11529941533209863	2.6057453064917437	0.013	6.0813169553691395	-5.966017540037042	0.04671587405400355	3342
002403	1998	002403	1998	27505.904653017013	9343.761260960668	54.7	15690.45582416921	11815.448828847802	933.9369948088274	3254
002403	1999	002403	1999	30311.93320642154	9944.63429494821	54.5	17222.566066583728	13089.367139837814	833.9802856000188	3254
002403	2000	002403	2000	26022.113653895605	10145.040044508274	44.0	13705.23127910631	12316.882374789293	675.8617524211686	3254
002403	2001	002403	2001	25648.8614119337	9853.306812531078	46.0	13718.57933501387	11930.282076919828	1170.8154506437768	3254
002403	2002	002403	2002	25612.066040936334	9793.130558694904	44.0	15783.291869275134	9828.774171661202	1136.1564408788404	3254
002403	2003	002403	2003	28286.7393217356	10302.936923696874	44.0	17863.258647532664	10423.48067420294	1058.0516943506589	3254
002403	2004	002403	2004	24769.30548810102	11190.651148458057	43.0	15288.434600342525	9480.870887758494	749.8779784354617	3254
002403	2005	002403	2005	22428.65150170489	11773.354976827346	43.0	14180.553739081693	8248.097762623196	795.807453416149	3254
002403	2006	002403	2006	19751.262431365634	11456.37306650755	43.0	13336.169485545437	6415.092945820196	827.7098270771826	3254
002403	2007	002403	2007	20716.312436425935	11609.728183118741	42.0	13572.955725681246	7143.356710744687	864.0747839813039	3254
002403	2008	002403	2008	19698.36078116333	11639.62074938463	35.0	12869.876245672423	6828.484535490905	936.2811430390828	3254
002403	2009	002403	2009	18808.0	10669.723009519077	28.0	11358.556	7449.4439999999995	730.0	3254
002403	2010	002403	2010	18388.938700391675	9867.107423348272	27.0	10429.708838657922	7959.229861733755	416.2126611106203	3254
002403	2011	002403	2011	18249.291297998454	8907.004830917873	27.0	10364.513357958938	7884.777940039517	351.11553327465464	3254
002403	2012	002403	2012	14814.908231812411	8836.988612399831	28.0	8783.440529338075	6031.467702474335	513.4307102770464	3254
002403	2013	002403	2013	13701.436623016072	9617.57259560685	28.0	8542.09021122874	5159.346411787333	498.0754069470853	3254
002403	2014	002403	2014	13185.471817185373	8843.0	25.0	8540.87089381207	4644.600923373301	477.16242572685627	3254
002433	1998	002433	1998	379.52960404795755	194.92509801626778	2.359	246.67185236597297	132.85775168198458	20.231316096629293	3362
002433	1999	002433	1999	359.94611385118964	214.7375504710633	2.216	243.5582048341665	116.38790901702312	10.71215191949485	3362
002433	2000	002433	2000	307.6492885788057	193.6984545260309	2.106	201.65100697687194	105.99828160193374	6.996894089601504	3362
002433	2001	002433	2001	0.09894638410768847	152.29056145004418	0.044	13.302704172057977	-13.20375778795029	0.8261256532554371	3362
002433	2006	002433	2006	326.9053044689202	2.1609172873382985	1.001	248.6955869941343	78.20971747478586	1.5002472356945218	3362
002435	1998	002435	1998	2147.767487898469	861.4688478941872	7.5	1298.907811419506	848.859676478963	66.7265183315944	3121
002435	1999	002435	1999	2216.5852103697407	904.3231750531538	7.6	1333.4418827029322	883.1433276668083	52.8642829680892	3121
002435	2000	002435	2000	2318.174698480656	893.141063750363	7.6	1399.9561426408397	918.2185558398163	54.5411429926488	3121
002435	2001	002435	2001	2355.7909533611123	993.772182414786	7.4	1442.127365831618	913.6635875294945	92.10821534428396	3121
002435	2002	002435	2002	2444.69574719508	1045.1958924717117	7.4	1473.5291800612445	971.1665671338358	113.03293261588819	3121
002435	2003	002435	2003	2391.158331806802	1097.5485966604072	7.0	1479.6214202845451	911.5369115222568	83.20149997070371	3121
002435	2004	002435	2004	2396.3798378372094	1129.0784379629283	6.7	1524.2968486441844	872.0829891930249	136.00310864248326	3121
002435	2005	002435	2005	2540.1744719926537	1229.9112422352516	6.4	1630.5821854912763	909.5922865013773	61.87708558926875	3121
002435	2006	002435	2006	2642.58772431135	1244.8494354607808	6.1	1697.6743627843184	944.9133615270317	52.55931694340756	3121
002435	2007	002435	2007	2098.890010090817	1219.1993354264143	3.75	1291.0045674225928	807.8854426682245	54.12269197943337	3121
002435	2008	002435	2008	2153.000902746095	983.9128430349647	4.44	1309.917588017744	843.083314728351	58.489557597087625	3121
002435	2009	002435	2009	2582.0	1062.0915032679738	4.466	1601.9371820000001	980.0628179999999	41.0	3121
002435	2010	002435	2010	2397.3794063079777	1071.0532220162252	4.1	1463.6898964131105	933.6895098948672	48.77951658503564	3121
002435	2011	002435	2011	2195.857309296596	1089.1194028093394	3.9	1300.332624801003	895.5246844955933	33.103878021945924	3121
002435	2012	002435	2012	2224.4179053183266	1106.2283939766803	3.9	1296.5594982386804	927.8584070796461	37.320931300778	3121
002435	2013	002435	2013	2300.200201045776	963.4505931564149	4.0	1387.5469881146469	912.653212931129	55.10112957315625	3121
002435	2014	002435	2014	2323.9499808308797	1000.0228576653179	4.0	1345.1795779530642	978.7704028778153	88.78670629357556	3121
002436	1998	002436	1998	1646.7657615901178	260.2909387533138	11.5	1089.4942494044603	557.2715121856575	25.020509588975948	3162
002436	1999	002436	1999	1685.9821016104252	258.7537585567143	11.5	1111.8096066866492	574.1724949237761	25.290714593348774	3162
002436	2000	002436	2000	1650.7552125207696	271.67807561896234	11.0	1051.7189258723265	599.0362866484431	26.11415975937364	3162
002436	2001	002436	2001	1709.5788604459126	274.90849217908936	11.5	1079.712484047744	629.8663763981684	32.42681134847971	3162
002436	2002	002436	2002	1781.468010192753	290.8358610967767	11.9	1126.7609461074044	654.7070640853486	34.05432539461208	3162
002436	2003	002436	2003	1870.0321639295373	309.1314143308455	11.5	1220.8075063369329	649.2246575926044	29.209255868153818	3162
002436	2004	002436	2004	1954.0966732105906	308.5345070681559	12.0	1235.2247041969545	718.871969013636	28.094773855034997	3162
002436	2005	002436	2005	1939.5801352967953	313.8261221387148	11.6	1220.9506770133073	718.6294582834879	31.754259297175555	3162
002436	2006	002436	2006	2037.8691518166363	323.57711010974117	12.0	1275.3510484226433	762.5181033939929	48.41638911581725	3162
002436	2007	002436	2007	2345.1272291967216	394.7642272637325	12.8	1503.026284825603	842.1009443711188	37.347893599098775	3162
002436	2008	002436	2008	2507.1330005276186	407.18549812871674	12.7	1648.669791793498	858.4632087341207	60.165616239537165	3162
002436	2009	002436	2009	2359.909	422.56471120153725	13.1	1484.0617000000002	875.8472999999999	41.462	3162
002436	2010	002436	2010	2251.6390037389465	430.9905110704178	12.4	1469.500484678233	782.1385190607134	60.06979657579192	3162
002436	2011	002436	2011	2047.5528562948077	456.38124240067475	12.1	1314.0764418466592	733.4764144481484	24.25589580103926	3162
002436	2012	002436	2012	2187.2464755515957	451.26997640009915	13.4	1364.8346522718932	822.4118232797025	29.638438207115687	3162
002436	2013	002436	2013	2208.825642253618	443.14187561532503	15.3	1302.8447302705847	905.980911983033	26.692921685303894	3162
002436	2014	002436	2014	2191.9234955158654	443.18451686237097	14.1	1316.8181626437413	875.1053328721241	52.67922889564413	3162
002444	1998	002444	1998	4976.600441501103	1768.6514907679268	25.5	3049.5812046672963	1927.0192368338066	230.62139654067903	3336
002444	1999	002444	1999	5344.862005290213	1880.2513333820414	26.6	3292.033987123821	2052.828018166392	228.5417628057222	3336
002444	2000	002444	2000	4717.873188360954	1962.7038513884577	23.2	2740.5977944725673	1977.2753938883873	176.47657725940925	3336
002444	2001	002444	2001	4131.641845927561	1862.4197129963468	20.7	2610.5800085800092	1521.0618373475513	125.1910455812281	3336
002444	2002	002444	2002	4521.02846424613	1923.8999199072357	21.015	2972.122267152236	1548.9061970938947	125.48198007444225	3336
002444	2003	002444	2003	4995.039682539682	1961.8409726071013	23.225	3224.5703881145946	1770.4692944250871	177.8559344671	3336
002444	2004	002444	2004	6189.179912653419	2051.2246029031994	25.6	4078.373317868175	2110.8065947852433	187.64171714626855	3336
002444	2005	002444	2005	6747.92395229362	2118.9214373070877	27.5	4474.01950174855	2273.9044505450693	249.59931616625707	3336
002444	2006	002444	2006	6263.336539630944	2266.2667281956624	28.0	4090.1787787322955	2173.1577608986486	215.16995383969788	3336
002444	2007	002444	2007	6075.916819335969	2331.7533400454763	27.05	4123.059546384684	1952.8572729512848	213.01253256209873	3336
002444	2008	002444	2008	4830.624974352661	2439.314933021667	19.76	3467.269892075998	1363.355082276663	101.92864994503849	3336
002444	2009	002444	2009	2776.1	2310.1611429335594	15.003	2193.540381	582.5596190000001	33.3	3336
002444	2010	002444	2010	3395.8291758132114	2168.743174270622	15.29	2310.743823588107	1085.0853522251045	56.633663366336634	3336
002444	2011	002444	2011	3650.7797356399096	2095.6382196268974	15.356	2460.449470597976	1190.3302650419334	87.23212468378354	3336
002444	2012	002444	2012	3535.991477705068	2039.1306302256587	16.177	2243.813924821184	1292.177552883884	109.37574175172087	3336
002444	2013	002444	2013	3643.2219671055714	1924.8404207497977	15.701	2362.155004920107	1281.0669621854645	139.46173983464223	3336
002444	2014	002444	2014	3540.6808895283943	1924.503281488807	12.165	2426.553916821162	1114.1269727072324	115.55127587867115	3336
002448	2000	002448	2000	806.1812617096436	622.6250295578151	2.5	583.3883954748931	222.79286623475062	25.478952016485138	3314
002448	2001	002448	2001	692.0032215551325	635.4345061466723	1.946	556.727670229902	135.27555132523057	27.36300283219536	3314
002448	2002	002448	2002	543.5379703468284	663.6470255758089	1.862	412.0557287186739	131.48224162815447	6.277610936539777	3314
002448	2003	002448	2003	571.5592800034204	684.255667614861	1.833	420.2502201889777	151.30905981444263	67.55673767102604	3314
002448	2004	002448	2004	584.5555843482769	769.2167341895815	1.912	415.8976277415252	168.65795660675164	11.346538909691505	3314
002448	2005	002448	2005	585.634683631957	777.1413383903688	1.97	428.1362092097291	157.49847442222799	15.54341292825529	3314
