c10_zmath	wgt10_math	sat	constant	c08_zlang	c08_zmath	feeder_school	m_id_pairs
-1.5837266445159912	1.0	0	1	-1.2939051389694214	-0.791665256023407	0	7
-0.1750829517841339	1.0	0	1	0.3860589861869812	-0.27411967515945435	0	7
1.1674699783325195	0.5	0	1	0.545198917388916	-1.006974697113037	0	7
0.10144013166427612	0.5	0	1	-1.6338273286819458	-0.9681729078292847	0	7
0.31530633568763733	1.0	0	1	-0.4054504334926605	-1.4019933938980103	0	7
-0.051826223731040955	1.0	0	1	-0.24555842578411102	0.5105927586555481	0	7
-0.4094035029411316	0.5	0	1	0.06896096467971802	1.1558575630187988	0	7
1.515442132949829	1.0	1	1	-2.2948384284973145	-1.3169745206832886	1	16
0.9136738181114197	1.0	1	1	-1.3899908065795898	-1.3169745206832886	1	16
1.4905916452407837	1.0	1	1	1.7209129333496094	-1.006974697113037	1	16
-0.15360011160373688	0.5	1	1	-0.011714157648384571	-0.031106479465961456	1	16
-0.4094035029411316	0.5	1	1	-0.852617084980011	-1.635053277015686	1	16
0.5883457064628601	1.0	1	1	1.0263947248458862	0.11023236066102982	1	16
0.19397391378879547	1.0	1	1	-0.08822963386774063	0.5105927586555481	2	53
-0.24888770282268524	1.0	1	1	-0.5065860152244568	-1.2528576850891113	2	53
1.1674699783325195	0.5	1	1	-0.24555842578411102	0.6025957465171814	2	53
0.8889395594596863	0.5	1	1	-0.24555842578411102	0.2403569370508194	2	53
0.5536248087882996	1.0	1	1	-0.08822963386774063	-0.16600877046585083	2	53
2.701261520385742	1.0	1	1	0.3671334981918335	1.1954058408737183	2	53
0.8009843230247498	0.5	0	1	-0.20608042180538177	-1.4737908840179443	3	23
1.3726269006729126	0.5	0	1	0.6422362327575684	-0.0134059377014637	3	23
0.43511253595352173	1.0	0	1	0.545198917388916	1.1204067468643188	3	23
-0.15360011160373688	0.5	0	1	0.7044156193733215	-0.434668630361557	3	23
-0.6814807057380676	1.0	0	1	0.04598328098654747	-1.635053277015686	3	23
-0.8190206289291382	1.0	0	1	-0.6873989105224609	-0.9883949756622314	3	23
1.1458377838134766	1.0	0	1	-0.08822963386774063	0.5105927586555481	3	23
0.6714237332344055	1.0	0	1	0.9306313991546631	1.395387053489685	3	23
-0.5498631000518799	1.0	0	1	-0.5706073045730591	-1.1607719659805298	3	23
-0.15360011160373688	0.5	0	1	-0.5438997745513916	-1.635053277015686	3	23
1.1674699783325195	0.5	0	1	-1.1987711191177368	-1.3500697612762451	3	23
0.6714237332344055	1.0	0	1	0.3731043338775635	0.534945547580719	3	23
0.07138076424598694	1.0	0	1	0.06896096467971802	-0.434668630361557	3	23
-0.29843923449516296	1.0	0	1	0.06896096467971802	-0.223771870136261	3	23
-0.1750829517841339	1.0	0	1	-0.24555842578411102	0.2403569370508194	3	23
-0.6814807057380676	1.0	0	1	-1.7045714855194092	-0.4437428116798401	3	23
-0.4228074550628662	1.0	1	1	-0.5706073045730591	-1.5722137689590454	4	38
0.5536248087882996	1.0	1	1	-0.9214580059051514	-1.637906551361084	4	38
0.43511253595352173	1.0	1	1	-0.9214580059051514	0.2574104964733124	4	38
-0.6814807057380676	1.0	1	1	-0.33576536178588867	-1.6229432821273804	4	38
-0.1750829517841339	1.0	0	1	0.022606531158089638	-1.0306307077407837	5	42
0.8889395594596863	0.5	0	1	1.0042612552642822	1.1179018020629883	5	42
-0.4228074550628662	1.0	0	1	-1.2939051389694214	-0.9291553497314453	5	42
0.5536248087882996	1.0	0	1	0.836679220199585	-0.06458323448896408	5	42
-0.8190206289291382	1.0	0	1	0.12322019040584564	-0.7536098957061768	5	42
-0.6699015498161316	0.5	0	1	0.3860589861869812	-0.16600877046585083	5	42
0.07138076424598694	1.0	0	1	0.864415168762207	0.1586889922618866	5	42
-2.4496092796325684	1.0	0	1	-0.08822963386774063	-1.2749212980270386	5	42
-0.4228074550628662	1.0	0	1	0.15000446140766144	-0.031106479465961456	5	42
-0.29843923449516296	1.0	0	1	-1.4864448308944702	-0.9372177124023438	5	42
-2.330350637435913	0.5	0	1	-0.4866167902946472	-1.5500507354736328	5	42
1.6433271169662476	1.0	0	1	0.312659353017807	0.6452462077140808	5	42
1.6433271169662476	1.0	1	1	0.3860589861869812	0.7803641557693481	6	45
2.677124500274658	1.0	1	1	-0.08822963386774063	1.1954058408737183	6	45
2.394728660583496	0.5	1	1	2.6522839069366455	2.4171903133392334	6	45
1.515442132949829	1.0	1	1	0.3860589861869812	1.1954058408737183	6	45
1.0260149240493774	1.0	1	1	0.7044156193733215	0.9166764616966248	6	45
1.5863769054412842	1.0	1	1	0.18833127617835999	0.7803641557693481	6	45
0.3586867153644562	0.5	1	1	-0.17298763990402222	0.16686740517616272	7	36
-0.4094035029411316	0.5	1	1	-0.5706073045730591	-1.1607719659805298	7	36
1.4579112529754639	0.5	1	1	0.864415168762207	-0.30019769072532654	7	36
2.300851345062256	1.0	1	1	2.5094752311706543	1.9475208520889282	8	43
1.1674699783325195	0.5	1	1	-0.8576209545135498	-0.8568768501281738	8	43
-0.8190206289291382	1.0	1	1	-0.4054504334926605	-0.5711800456047058	8	43
-0.9382296204566956	0.5	1	1	0.545198917388916	2.260340690612793	8	43
1.515442132949829	1.0	1	1	-0.24555842578411102	-0.20132684707641602	8	43
1.1674699783325195	0.5	1	1	-0.011714157648384571	-0.16600877046585083	8	43
2.038395643234253	1.0	1	1	1.9108892679214478	1.637089729309082	8	43
0.07138076424598694	1.0	1	1	-1.2578808069229126	-0.5711800456047058	8	43
-1.5837266445159912	1.0	1	1	-0.4054504334926605	-0.21232539415359497	9	22
-0.6699015498161316	0.5	1	1	-0.4677065908908844	1.339017391204834	9	22
-0.1750829517841339	1.0	1	1	-0.5029022097587585	1.637089729309082	9	22
-0.4822792410850525	1.0	1	1	-0.33576536178588867	-1.0210587978363037	9	22
0.43511253595352173	1.0	1	1	0.22710321843624115	1.1954058408737183	9	22
1.4579112529754639	0.5	1	1	0.972273588180542	1.7912850379943848	10	13
1.4579112529754639	0.5	1	1	0.5389978885650635	1.363171100616455	10	13
0.6203460097312927	0.5	1	1	1.1917511224746704	1.0073025226593018	10	13
1.0723316669464111	1.0	1	1	1.5860859155654907	0.1671162247657776	10	13
-0.4094035029411316	0.5	1	1	-0.17298763990402222	-0.6402568221092224	10	13
1.1674699783325195	0.5	1	1	1.9108892679214478	1.4564348459243774	10	13
0.5536248087882996	1.0	1	1	-0.08822963386774063	0.6054987907409668	10	13
0.8889395594596863	0.5	1	1	-0.21533599495887756	0.10452568531036377	10	13
1.515442132949829	1.0	0	1	0.7044156193733215	1.1224305629730225	11	43
-1.1119999885559082	1.0	0	1	-1.2939051389694214	-0.7234178185462952	11	43
1.7599648237228394	0.5	0	1	-0.08822963386774063	0.5754892230033875	11	43
1.4177988767623901	1.0	1	1	-0.7426712512969971	-0.949410617351532	12	19
1.7096502780914307	1.0	1	1	0.473410964012146	-0.2392992079257965	12	19
2.259129762649536	1.0	1	1	0.22710321843624115	-0.8297205567359924	12	19
-0.15360011160373688	0.5	1	1	-0.2567479610443115	-1.1700783967971802	12	19
0.7429226040840149	1.0	1	1	-0.5706073045730591	-0.5711800456047058	12	19
0.23484937846660614	1.0	1	1	1.0263947248458862	-0.6308343410491943	12	19
1.0704072713851929	1.0	1	1	0.22710321843624115	-0.0988396480679512	12	19
1.6461970806121826	1.0	1	1	1.11164391040802	0.41162243485450745	12	19
0.9964367151260376	1.0	1	1	-0.24555842578411102	-0.14742900431156158	13	50
0.13337408006191254	1.0	1	1	-1.2454326152801514	-1.7199229001998901	13	50
1.9056998491287231	1.0	1	1	-0.08822963386774063	-0.8568768501281738	13	50
2.0388436317443848	1.0	1	1	1.1917511224746704	1.637089729309082	13	50
1.9056998491287231	1.0	1	1	-0.37720808386802673	0.9166764616966248	13	50
0.5173777341842651	1.0	1	1	-0.21533599495887756	-0.031106479465961456	13	50
0.9913604259490967	1.0	1	1	-0.08822963386774063	-0.16600877046585083	14	33
0.12814852595329285	1.0	1	1	1.2391799688339233	-0.4881517291069031	14	33
2.2726995944976807	1.0	1	1	1.3618196249008179	1.6063004732131958	14	33
2.740527629852295	1.0	1	1	1.7209129333496094	2.1041712760925293	14	33
-0.6699015498161316	0.5	1	1	-0.7436075210571289	-0.9372177124023438	14	33
1.0975801944732666	1.0	1	1	0.7044156193733215	0.7803641557693481	14	33
0.15057694911956787	1.0	1	1	0.7263956069946289	1.1753995418548584	14	33
-1.497695803642273	0.5	1	1	-0.33576536178588867	-0.6162027716636658	14	33
-0.3691086173057556	1.0	1	1	-0.08822963386774063	1.7620716094970703	14	33
0.10144013166427612	0.5	1	1	-0.5029022097587585	-1.092789888381958	14	33
0.8889395594596863	0.5	1	1	-0.24555842578411102	0.6452462077140808	15	24
1.4579112529754639	0.5	1	1	-0.4054504334926605	0.3757568895816803	15	24
-0.15360011160373688	0.5	1	1	-1.1055865287780762	0.7803641557693481	15	24
1.2670375108718872	1.0	0	1	1.0263947248458862	0.7803641557693481	16	13
1.7736343145370483	1.0	0	1	0.864415168762207	0.40871936082839966	16	13
0.5536248087882996	1.0	0	1	1.1917511224746704	0.9166764616966248	16	13
-1.1119999885559082	1.0	0	1	-0.4054504334926605	-1.1607719659805298	16	13
1.3900951147079468	1.0	0	1	1.0263947248458862	1.1954058408737183	16	13
-0.051826223731040955	1.0	0	1	0.22710321843624115	-0.26353585720062256	16	13
2.394728660583496	0.5	0	1	0.864415168762207	1.486178994178772	16	13
0.7891231775283813	1.0	0	1	0.545198917388916	1.9140772819519043	16	13
-0.9382296204566956	0.5	0	1	-1.4864448308944702	-1.2937333583831787	16	13
1.2670375108718872	1.0	0	1	0.9678530693054199	1.7912850379943848	16	13
0.07138076424598694	1.0	0	1	0.7044156193733215	-0.5711800456047058	17	56
-0.8190206289291382	1.0	0	1	-0.33576536178588867	-0.5302382111549377	17	56
-1.2595763206481934	1.0	0	1	-2.0913853645324707	-0.5711800456047058	17	56
-0.8190206289291382	1.0	0	1	0.545198917388916	-0.5711800456047058	17	56
-0.5498631000518799	1.0	0	1	0.545198917388916	-0.8568768501281738	17	56
-2.330350637435913	0.5	0	1	0.15000446140766144	-1.0519144535064697	17	56
0.5138442516326904	1.0	0	1	0.545198917388916	-0.13848745822906494	17	56
-1.0666953325271606	1.0	0	1	0.22710321843624115	-0.8568768501281738	17	56
-1.2655483484268188	1.0	0	1	0.06896096467971802	-1.3169745206832886	17	56
2.5623779296875	1.0	1	1	0.9643381237983704	0.7820727825164795	18	6
1.7599648237228394	0.5	1	1	1.819884181022644	1.829174518585205	18	6
-2.4496092796325684	1.0	1	1	-0.5706073045730591	-1.7432637214660645	18	6
0.43511253595352173	1.0	1	1	0.4825897514820099	0.8080512881278992	18	6
-0.5082908868789673	1.0	1	1	-0.5706073045730591	-0.6844003796577454	18	6
-0.051826223731040955	1.0	1	1	-0.345834344625473	0.3424128592014313	18	6
