ID	SEX	OCC	AGE	POB	HOURS	TERMS	COLLEGE	EARNMO	TOTEAR	COLYR	BOARD	DEP	PERIOD	BENESOC	INSUR	SAVINGS	IFDEBT	WHYDEBT	TEXTBK	OWNHM
225	2	1	22	10	6.00	7	-9	33.00	205.00	-9.00	-8.00	-9	1	-9	-9	2	-9	-9	1	-9
226	2	1	31	10	7.00	20	-9	40.00	175.00	75.00	-8.00	-9	4	-9	-9	2	-9	-9	-9	-9
227	2	1	25	10	6.00	18	-9	40.00	225.00	187.00	6.00	-9	4	2	-9	2	-9	-9	2	2
228	2	1	23	7	6.00	15	-9	35.00	315.00	90.00	9.00	-9	4	-9	-9	2	-9	-9	2	-9
229	2	1	22	10	6.00	13	2	40.00	-9.00	275.00	15.00	2	4	-9	-9	2	-9	-9	2	-9
230	2	1	27	10	6.00	12	-9	60.00	600.00	600.00	10.00	2	4	-9	-9	-9	2	-9	1	-9
231	2	1	20	10	6.00	14	-9	35.00	300.00	-9.00	8.00	-9	4	-9	-9	2	-9	-9	4	-9
232	2	1	19	10	7.00	4	-9	29.00	218.00	-9.00	8.00	-9	4	2	-9	-9	2	4	-9	2
233	2	1	19	10	7.50	2	-9	30.00	-9.00	-9.00	-9.00	-9	4	-9	-9	2	-9	-9	2	-9
234	2	1	20	10	6.00	2	-9	35.00	75.00	-9.00	-8.00	-9	4	-9	-9	-9	-9	-9	2	-9
235	2	1	19	10	6.00	1	-9	28.00	56.00	-9.00	8.00	-9	2	-9	-9	2	-9	-9	2	-9
236	2	1	25	10	6.00	12	-9	40.00	400.00	300.00	-9.00	-9	4	-9	-9	2	-9	-9	1	-9
237	2	1	23	10	6.00	14	-9	30.00	223.00	150.00	6.00	-9	4	-9	-9	-9	2	-9	2	-9
238	2	1	20	10	6.00	1	-9	22.00	56.00	20.00	8.00	-9	4	-9	-9	2	-9	-9	2	-9
239	2	1	22	10	6.00	8	-9	25.00	200.00	50.00	6.00	-9	2	-9	-9	2	-9	-9	2	-9
240	2	1	29	10	8.00	17	-9	25.00	500.00	120.00	-9.00	3	6	-9	1	2	2	4	2	2
241	2	1	21	10	6.00	5	-9	30.00	110.00	93.00	8.00	-9	4	-9	-9	-9	-9	-9	2	-9
242	2	1	18	10	6.00	1	-9	31.00	50.00	-9.00	10.00	-9	4	-9	-9	2	-9	-9	2	-9
243	2	1	21	10	6.00	10	2	45.00	405.00	250.00	12.00	-9	4	-9	-9	2	-9	-9	1	-9
244	2	1	22	10	6.00	5	-9	30.00	-9.00	200.00	-9.00	-9	4	-9	-9	2	-9	-9	2	-9
245	2	1	21	10	6.00	5	-9	27.50	176.00	-9.00	5.00	-9	2	-9	-9	2	-9	-9	2	-9
246	2	1	22	10	6.00	8	-9	30.00	225.00	185.00	10.00	-9	4	-9	-9	2	-9	-9	2	-9
247	2	1	22	10	6.00	3	-9	40.00	305.00	-9.00	10.00	-9	4	-9	-9	2	-9	-9	2	-9
248	2	1	41	10	8.00	45	-9	45.00	540.00	350.00	15.00	1	5	-9	1	2	-9	-9	1	2
249	2	1	22	10	6.00	7	-9	32.00	200.00	48.00	7.00	6	4	-9	-9	-8	-9	-9	2	-9
250	2	1	19	10	6.00	2	-9	25.00	79.00	-9.00	6.00	-9	2	-9	-9	-9	-9	-9	2	-9
251	2	3	27	10	-9.00	15	-9	120.00	780.00	400.00	16.00	-9	5	-9	-9	2	-9	-9	1	2
252	2	1	22	10	6.00	12	-9	27.50	62.50	-9.00	8.00	-9	4	-9	-9	2	-9	-9	2	-9
253	2	1	17	10	6.00	1	-9	27.50	-9.00	-9.00	10.00	-9	4	-9	-9	2	-9	-9	-9	-9
254	2	1	24	10	6.00	3	-9	26.00	160.00	74.00	7.00	2	4	-9	-9	2	-9	-9	2	-9
255	2	1	25	10	6.00	18	-9	30.00	170.00	130.00	9.00	-9	4	-9	-9	2	-9	-9	2	-9
256	2	1	22	10	6.00	5	-9	30.00	220.00	70.00	8.00	-9	4	-9	-9	2	-9	-9	1	2
257	2	1	25	10	-9.00	10	-9	35.00	350.00	225.00	10.00	3	4	-9	-9	2	-9	-9	2	-9
258	2	1	22	10	6.00	5	-9	30.00	175.00	-9.00	7.00	-9	2	-9	-9	2	-9	-9	2	-9
259	2	1	43	10	6.00	28	-9	40.00	415.00	253.44	14.00	1	4	-9	1	-9	-9	-9	-9	-9
260	2	1	44	10	6.00	9	-9	35.00	290.00	-9.00	16.00	2	4	-9	-9	2	-9	-9	2	-9
261	2	1	26	10	6.00	10	-9	30.00	226.00	120.00	9.20	-9	4	-9	-9	2	-9	-9	2	-9
262	2	1	23	10	6.00	6	-9	33.00	170.00	-9.00	8.00	-9	4	-9	2	-9	2	-9	1	-9
263	2	1	18	10	6.00	1	2	25.00	-9.00	-9.00	10.00	-9	2	-9	-9	-9	-9	-9	2	-9
264	2	3	45	10	10.00	16	-9	80.00	850.00	600.00	-9.00	2	5	-9	-9	2	-9	-9	4	2
265	2	1	43	10	6.00	40	2	65.00	710.00	500.00	-8.00	3	2	-9	3	2	-9	-9	2	2
266	2	1	38	10	7.00	25	-9	35.00	360.00	-9.00	8.00	-9	2	-9	-9	2	-9	-9	2	-9
267	2	1	26	10	6.00	20	-9	27.50	220.00	200.00	10.00	-9	4	-9	-9	2	-9	-9	2	-9
268	2	1	22	10	6.00	10	-9	30.00	286.00	-9.00	8.00	3	4	-9	-9	-9	-9	-9	-9	-9
269	2	1	20	10	6.00	2	-9	30.00	89.00	-9.00	-8.00	-9	2	-9	-9	-9	-9	-9	2	-9
270	2	1	23	10	6.00	4	-9	24.00	150.00	150.00	8.00	-9	6	-9	-9	2	-9	-9	2	-9
271	2	1	28	10	6.00	20	-9	-9.00	252.00	-9.00	-8.00	-9	4	-9	-9	2	-9	-9	2	-9
272	2	1	19	6	6.00	6	-9	45.00	420.00	420.00	15.00	-9	4	-9	-9	-9	-9	-9	2	-9
273	2	1	20	10	7.00	1	-9	33.33	69.00	-9.00	-9.00	-9	2	-9	-9	2	2	-9	1	-9
274	2	1	18	10	6.00	4	-9	30.00	190.00	200.00	10.00	-9	4	-9	-9	2	-9	-9	2	2
275	2	1	-9	10	8.00	15	-9	40.00	200.00	-9.00	10.00	-9	4	-9	-9	2	-9	-9	-9	-9
276	2	1	23	10	6.00	4	-9	35.00	70.00	-9.00	15.00	-9	4	-9	-9	2	-9	-9	1	-9
277	2	1	22	10	6.00	8	-9	40.00	310.00	90.00	10.00	1	2	-9	-9	-9	-9	-9	1	-9
278	2	1	30	10	6.00	16	-9	35.00	275.00	165.00	8.00	-9	4	-9	-9	2	-9	-9	2	-9
279	2	1	18	10	6.00	1	-9	25.00	-9.00	-9.00	8.00	5	4	-9	-9	-9	-9	-9	-9	-9
280	2	1	19	10	6.00	5	-9	35.00	332.00	-9.00	-9.00	-9	4	-9	-9	-9	-9	-9	1	-9
281	2	1	30	10	6.00	26	-9	50.00	500.00	-9.00	20.00	1	4	-9	1	2	-9	-9	-9	-9
282	2	1	20	10	6.00	4	-9	30.00	200.00	120.00	9.00	-9	4	-9	-9	2	-9	-9	2	-9
283	2	1	27	10	6.00	7	-9	36.00	96.00	70.00	-8.00	-9	4	-9	-9	-9	-9	-9	2	-9
284	2	1	20	10	6.00	1	-9	30.00	-9.00	80.00	6.67	-9	4	-9	-9	-9	-9	-9	2	-9
285	2	1	20	10	-9.00	4	-9	25.00	75.00	-9.00	-8.00	-9	4	-9	-9	-9	-9	-9	2	-9
286	2	1	21	10	8.00	9	-9	35.00	300.00	-9.00	7.00	-9	4	-9	-9	2	-9	-9	2	-9
287	2	1	18	10	6.00	3	-9	35.00	105.00	-9.00	10.00	-9	4	-9	-9	2	-9	-9	-9	-9
288	2	1	21	10	6.00	2	-9	35.00	268.00	-9.00	8.00	-9	4	-9	-9	2	-9	-9	2	2
289	2	1	24	10	6.00	10	-9	35.00	295.00	100.00	10.00	8	4	-9	-9	2	-9	-9	4	-9
290	2	1	21	10	6.00	12	-9	35.00	315.00	315.00	-9.00	2	4	-9	-9	-9	-9	-9	1	-9
291	2	1	29	10	6.00	33	-9	55.00	475.00	-9.00	17.00	5	4	-9	-9	2	2	-9	2	-9
292	2	1	16	10	6.00	2	-9	40.00	75.00	-9.00	11.00	-9	4	-9	-9	-9	-9	-9	2	-9
293	2	1	19	10	6.00	4	-9	28.00	81.00	-9.00	9.00	-9	2	-9	-9	-9	2	-9	2	-9
294	2	1	20	10	6.00	3	-9	35.00	215.00	-9.00	8.00	1	4	2	-9	2	-9	-9	2	-9
295	2	1	47	10	6.00	46	-9	45.00	300.00	380.00	-9.00	5	4	-9	-9	2	2	-9	2	-9
296	2	1	19	10	7.00	5	-9	30.00	200.00	75.00	7.00	-9	2	-9	-9	2	-9	-9	2	-9
297	2	1	34	10	8.00	29	-9	40.00	265.00	50.00	8.00	1	2	-9	-9	2	2	4	2	-9
298	2	1	19	10	6.00	3	-9	25.00	175.00	-9.00	8.00	-9	4	-9	-9	-9	-9	-9	2	-9
299	2	1	19	10	7.00	8	-9	25.00	200.00	60.00	7.00	-9	2	-9	-9	2	-9	-9	2	-9
300	2	1	29	10	6.00	24	-9	40.00	360.00	166.00	-8.00	3	5	-9	-9	2	-9	-9	2	-9
301	2	1	21	10	7.00	6	-9	35.00	315.00	-9.00	-8.00	-9	2	-9	-9	2	-9	-9	2	-9
302	2	1	23	10	6.00	8	-9	30.00	270.00	200.00	9.00	-9	4	-9	-9	2	-9	-9	2	-9
303	2	1	24	10	6.00	5	-9	30.00	225.00	215.00	10.00	1	4	-9	-9	2	-9	-9	1	2
304	2	1	19	10	8.00	1	-9	20.00	60.00	-9.00	-6.00	-9	4	-9	-9	2	-9	-9	2	-9
305	2	1	30	10	6.00	30	-9	28.00	206.00	200.00	8.00	1	4	-9	-9	2	-9	-9	2	-9
306	2	1	24	10	6.00	13	-9	40.00	300.00	50.00	8.00	-9	4	-9	-9	2	-9	-9	2	-9
307	2	1	24	10	6.00	12	-9	37.50	282.00	-9.00	10.00	-9	4	-9	-9	2	-9	-9	2	-9
308	2	1	18	10	6.00	2	-9	20.00	68.00	93.00	6.00	-9	2	-9	-9	2	-9	-9	2	-9
309	2	1	22	10	5.00	10	2	30.00	270.00	-9.00	8.00	5	2	-9	-9	-9	2	-9	2	-9
310	2	1	25	10	6.00	1	-9	35.00	-9.00	-9.00	-9.00	-9	6	-9	-9	-9	-9	-9	2	-9
311	2	1	20	10	7.00	4	-9	-9.00	220.00	200.00	8.00	-9	2	-9	-9	2	-9	-9	2	-9
312	2	1	20	10	8.00	4	-9	-9.00	150.00	95.00	-7.00	-9	5	-9	-9	2	-9	-9	2	-9
313	2	1	29	10	6.00	3	-9	-9.00	233.00	73.00	-8.00	-9	2	-9	-9	2	-9	-9	2	-9
314	2	1	18	10	6.00	1	-9	30.00	105.00	50.00	10.00	-9	4	-9	-9	-9	2	-9	2	-9
315	2	1	18	10	6.00	-8	-9	35.00	-9.00	300.00	16.00	-9	4	-9	-9	-9	-9	-9	2	-9
316	2	1	33	10	8.00	20	-9	35.00	384.00	200.00	10.00	3	4	-9	-9	2	-9	-9	2	2
317	2	1	40	10	6.00	52	2	45.00	390.00	39.00	32.00	-9	4	-9	2	2	-9	-9	2	-9
318	2	1	28	10	6.00	31	-9	40.00	360.00	360.00	16.00	2	4	-9	-9	2	-9	-9	2	2
319	2	1	20	10	6.00	4	-9	25.00	100.00	-9.00	8.00	-9	2	-9	-9	-9	-9	-9	2	-9
320	2	1	21	10	6.00	7	-9	35.00	238.00	150.00	8.00	3	2	-9	-9	2	-9	-9	2	-9
321	2	1	22	10	6.00	11	-9	30.00	295.00	100.00	8.00	7	4	-9	-9	-9	-9	-9	2	-9
322	2	1	22	10	5.50	10	-9	27.50	215.00	200.00	10.00	-9	4	-9	-9	2	-9	-9	2	-9
323	2	1	17	10	7.00	1	-9	38.00	-9.00	175.00	9.00	-9	4	-9	-9	-9	2	-9	2	-9
324	2	1	19	10	7.00	2	-9	35.00	-9.00	150.00	10.00	-9	2	-9	-9	-9	-9	-9	2	-9
325	2	1	26	10	6.00	7	-9	30.00	295.00	120.00	10.00	-9	4	-9	-9	-9	-9	-9	2	-9
326	2	1	19	5	6.00	4	-9	28.00	100.00	-9.00	8.00	-9	2	-9	-9	-9	2	-9	2	-9
327	2	3	40	10	8.00	25	-9	100.00	1200.00	-9.00	16.00	3	5	-9	3	2	-9	-9	2	2
328	2	1	20	10	6.00	5	2	35.00	315.00	-9.00	-8.00	-9	4	-9	-9	2	-9	-9	2	-9
329	2	1	18	10	6.00	3	-9	32.00	-9.00	-9.00	10.00	6	2	-9	-9	-9	-9	-9	2	-9
330	2	1	23	10	6.00	4	-9	32.00	120.00	-9.00	8.00	-9	4	-9	-9	-9	-9	-9	2	-9
331	2	1	26	10	6.00	11	2	40.00	440.00	350.00	4.00	-9	4	-9	-9	2	-9	-9	2	-9
332	2	3	28	10	8.00	15	-9	-9.00	640.00	400.00	10.00	-9	5	-9	-9	2	-9	-9	2	-9
333	2	1	23	10	6.00	3	-9	36.00	332.00	-9.00	-9.00	-9	4	-9	-9	2	-9	-9	2	-9
334	2	1	28	10	6.00	15	-9	35.00	255.00	175.00	9.00	-9	2	-9	-9	2	-9	-9	2	-9
335	2	1	18	10	7.00	1	-9	28.00	-9.00	-9.00	-9.00	-9	4	-9	-9	2	-9	-9	2	-9
336	2	1	21	10	6.00	7	-9	25.00	176.00	100.00	-9.00	-9	2	-9	-9	-9	-9	-9	2	-9
337	2	1	20	10	7.00	6	-9	37.00	189.00	140.00	10.00	-9	4	-9	-9	2	-9	-9	2	-9
338	2	1	19	10	6.00	2	-9	28.00	-9.00	36.00	8.00	-9	2	-9	-9	2	-9	-9	2	-9
339	2	1	25	10	6.00	8	-9	33.00	264.00	-9.00	-8.00	2	4	-9	-9	2	2	-9	2	-9
340	2	1	25	10	6.00	8	-9	28.00	97.50	-9.00	7.50	-9	2	-9	-9	2	-9	-9	2	-9
341	2	1	23	10	8.00	10	-9	40.00	300.00	105.00	5.00	1	4	-9	-9	-9	-9	-9	2	-9
342	2	1	21	10	6.00	9	-9	35.00	277.50	-9.00	-8.00	4	4	-9	-9	2	-9	-9	2	-9
343	2	1	22	10	7.00	2	-9	20.00	120.00	-9.00	8.00	-9	2	-9	-9	2	-9	-9	2	-9
344	2	1	23	10	6.00	11	-9	33.50	175.00	85.00	6.60	-9	2	-9	-9	2	-9	-9	2	-9
345	2	1	21	10	6.00	7	-9	28.00	174.00	-9.00	-8.00	-9	2	-9	-9	2	-9	-9	2	-9
346	2	1	17	10	7.00	-8	-9	30.00	223.00	50.00	-8.00	-9	4	-9	-9	-9	2	-9	2	-9
347	2	1	37	10	6.00	17	-9	33.00	250.00	-9.00	8.50	-9	4	-9	-9	2	-9	-9	2	-9
